Username,location,date,content,Rating
Memfer Demferz,AU,Updated 3 days ago,"Useless MIDDLEMAN companyRead the bad reviews guys!!!!! They sell refurbished stock with aftermarket parts, basically taking broken items and making them run long enough for you to be happy, initially, but these items are problematic because they don't have manufacturer parts and are likely to fail or not run properly. Additionally, they also sell scam warranties that are just cheap enough that you pay them for a sense or reassurance, but these warranties are borderline scams, you will be without an item and will never get your money back. They painfully gaslight you with nice emails and gaslight you as they purposefully misconstrue your emails.  I mean just read the bad reviews here! ACCC, more of us need to notify the ACCC. Sham business practices.Date of experience: January 09, 2025",1
Pancho Villa,US,6 days ago,"The company does NOT vet their vendorsThe company does NOT vet their vendors, allows them to sell phones as available “now” ONLY to make the purchase and then have a delayed shipment because vendors need to source the phones. Shipment will be outside the window advertised on their site. If you don’t mind waiting several more days outside the adverted time, then you wont have any issues with reebelo. Date of experience: January 05, 2025",3
Anthony,AU,4 days ago,"Condition not quite rightI ordered a Iphone SE 2022 that was ""Premium"" condition. It should ""Look & works like new"".The phone works well however the back of the phone has a lot of marks on it. The screen has a poorly fitted protector. Overall I think the condition is not matching what they say on the site.The shipping was reasonably fast from New Zealand (didn't realize that it was coming from NZ when I ordered) , however it did not have any tracking once in Australia and handed over to the local carrier. Overall a reasonable experience but I have had better elsewhere.Date of experience: January 09, 2025",3
Kelvin,NZ,6 days ago,"Would not recommend purchase from ReebeloHaving an awful experience after purchasing the best grade Apple iPhone XS for my son's birthday .  The phone arrived on 12 Dec 2024 and was faulty with a constantly flickering screen and unrecognised battery.  I emailed Reebelo with the two issues and returned the phone requesting replacement.  18 Dec Reebelo emailed saying they received the device, and one 26 Dec saying the seller has shipped the device back.  8 Jan 2025 and tracking shows it hasn't moved. Still waiting for the device - will never use Reebelo againDate of experience: January 08, 2025",1
Gillian,AU,"Jan 6, 2025Invited","Good range and quick deliveryI have bought several 2nd hand phones through Rebeelo. Perfect for a teen phone - we should be normalising 2nd hand phones, like 2nd hand cars.They have a good range available and a different price points based on condition. The phone I received does indeed appear to be in ‘excellent’ condition with no marks or scratches. The website is easy to use and delivery very quick. Be aware that if you order accessories they will arrive in separate deliveries. Date of experience: December 30, 2024",5
Carolyn Sinclair,GB,3 days ago,"AVOID! DO NOT USE - CAVEAT EMPTOR! I ordered a reconditioned 2017 iMac in early November 2024. The first one when delivered, the monitor was completely smashed. It was replaced while we were interstate and delivered when we were absent. When we returned home on Christmas Eve , I was stricken with Covid and unable to open the replacement computer. When I opened the box, the second computer screen was also damaged. Reebelo then replied as I had not replied within the time period (even though that would have been Christmas Day) it was out of warranty and I would have to have it fixed myself. As I am living in the country, it is impossible for me to travel to an Apple Store to have the screen replaced.Date of experience: January 10, 2025",1
Sascha,AU,A day agoInvited,"Fast shipping and great quality devices!I bought a 2022 iPhone SE from Reebelo and was amazed at the quality of the device, nevermind the fast shipping! Will be purchasing from you again. Date of experience: January 12, 2025",5
Robert,AU,6 days ago,"Highly efficient and helpful companyProcessing and filling my order of a phone was incredibly fast (2 days)  especially since it was just days before Christmas. Unfortunately, the phone was not suitable for my purposes and I had to return it. Reebelo were very helpful and made this very easy.  I would highly recommend the company.Date of experience: December 23, 2024",5
Julia Robert,NZ,Updated 4 days ago,"Phone never returned - do not use!Sent my phone in for repair after paying for the extended warranty and never got it back. Do not use or trust.Just a further note in light of the reply - I have had multiple emails from Rebeelo saying that they ""understand my frustration"", but each time they send a more ridiculous response (the last one asked me to send my phone in even though they already had it, had confirmed it was received and repaired, but just never sent back).  Despite the various assurances that they ""understand my frustration"" and are working hard to resolve the issue, I still don't have my phone.  BEWARE.Date of experience: December 03, 2024",1
YUDA LUGONA,AU,3 days ago,"MacBook Pro sold to me was a trash MacBook Pro sold to me was a trash ! Rebeelo rated its battery as good yet it couldn’t last for even ten minutes! I feel cheated and have to buy a new battery and send it to my relative in Africa who bought it . Emails to them bounced back yet they don’t have any phone contact on their website. I feel cheated , also ashamed for taking a crap laptop to my in-law . Date of experience: November 23, 2024",2
Youcef Babahadji,CA,5 days ago,"extra clean product like newextra clean product like new. efficient and fast service. but one thing I did not understand, a few days later, the same product was 100 dollars less?? and that is why I did not give 5 stars. I am seriously thinking of returning it and ordering the one that is displayed for  $422.77Date of experience: January 08, 2025",4
katelan,AU,17 hours agoInvited,"samsung s23 ultraService was pretty quick and so were all my updates about the order. would definitely purchase from them again!Date of experience: January 12, 2025",4
Azim Md,SG,6 days ago,"Terrible ServiceI have an extremely bad experience with Reebelo. Purchase a phone prior to my son’s birthday and upon presentation to him, on diagnostic, we found that mic was faulty. Since I paid extra for Reebelo care, we reported a little over a week of purchase since it was for my son’s birthday, and they have been back and forth without any resolution. Its been a month now and still no feedback.Date of experience: January 07, 2025",1
Rhiannon,AU,2 days agoInvited,"Super quick deliverySuper quick delivery, and a good reference from a trusted source. Purchase was painless and I am happy with the product I received. Date of experience: January 11, 2025",5
Tim Pickens,AU,4 days ago,"Bad prices and incorrect advertisementsFound a good price for a product through google search that directed me to this site - the price was double the advertised price. I then went on to look at other products on ""SALE"" only to find most products prices were above brand new from the manufacturer. Scam company!Date of experience: January 10, 2025",1
Bettiey Addah,US,6 days ago,"I have bought almost 4 phones with them…I have bought almost 4 phones with them within a year and never had a problem until my most recent purchase, bought 2 phones both not unlocked as described. I got both of them returned and some confusion got in the way and only got refunded for one, despite proof of delivery back to their warehouse , have never got my refund. The customer service is terrible, never responsive, ignore messages or fon’t offer any resolution. Kindly note they do not have a customer service number, they only have an email. In case you need a refund, they will not respond to you. Buy from reebelo at your own risk.Date of experience: December 15, 2024",1
Gary,US,2 days ago,"""unlocked"" Google Pixel 7a was lockedBought a Google Pixel 7a that was supposed to be unlocked. It was locked to AT&T. We took to an AT&T store to see if they could unlock it. They couldn't even get it work with one of their sim cards, so there was something else wrong with it also. I noticed on the Reebelo website that all the reviews for this phone are 4 or 5 stars. A little hard to believe. Date of experience: December 22, 2024",1
Jack Bourke,AU,6 days ago,"Nightmare company! AVOIDThey delivered a faulty device, so sent it back they returned it, claiming it was fixed. Still broken... send it back a second time and now they refuse to refund because it's supposedly linked it to iCloud. How can it be linked to iCloud if it’s never been turned on as it’s faulty? They operate in a manner very similar to insurance companies.After exchanging 40 emails, I receive the same copy-pasted response from their ‘escalation team.’This is pathetic and predatory behaviour.I have lodged a report with the ACCC.Date of experience: January 07, 2025",1
Robert Ede,AU,6 days ago,"Trust Reebelo for refurbished phones .Product was in excellent condition as stated . Delivery via express post at no cost was amazing . Never dealt with Reebelo before but highly recommend them .Date of experience: January 03, 2025",5
jodi bennett,NZ,A day agoInvited,"Ordering and paying for product was…Ordering and paying for product was easy. Shopping was super fast and the laptop was perfect thankyou Date of experience: January 12, 2025",5
Uzma,AU,"Jan 6, 2025Invited","Good arrival despite holiday periodGood arrival despite holiday period. One complaint is that they should probably include actual photos of the device rather than a condition guide, also shipping was arranged. I paid for two items at once to be shipped but the other was shipped separately? I've yet to be refunded after cancelling the order.Date of experience: January 06, 2025",3
Alty,AU,"Jan 6, 2025Verified","Very straight-forward transactionVery straight-forward transaction. I ordered an iPhone 15 Pro in Premium condition and it came mostly without scratches (there was a small one in the screen that you cannot see with a screen protector installed). The battery seems to be in excellent shape as promised.Date of experience: January 06, 2025",4
Peiton,NZ,21 hours agoInvited,"Quick arrival and amazing quality and service Arrived very fast and the phone is like brand new. Amazing service will recommend.Date of experience: January 07, 2025",5
Nasif,CA,20 hours agoInvited,"Impressed. My purchase’s condition (refurbished IPhone 15 Pro 512GB) met and even surpassed expectations. I’ll definitely be coming. Date of experience: January 12, 2025",5
Glenyse,AU,2 days agoVerified,"Love the repurposing of a pre loved…Love the repurposing of a pre loved unit. Quick delivery to the door. Would recommend this company. Date of experience: January 04, 2025",5
Kailas,AU,16 hours agoInvited,"GreatGreat! Super easy to purchase and the phone was dispatched and delivered within 3 days. Date of experience: January 12, 2025",5
Raymond McCaslin,US,14 hours agoInvited,"Everything from start to finish was…Everything from start to finish was done quickly, easily, imperfectly done.Date of experience: January 08, 2025",5
Andrea Harper,AU,6 days ago,"Hanging on to a $1300 refundThey couldn’t provide the phone that was ordered off their website so I cancelled the order (30th December). Still haven’t provided a refund and are pretending to not understand the emails sent demanding our money back. You wonder why there is no phone number? This is why. There should be an option for zero stars. Will be contacting the bank for a chargeback. Date of experience: December 30, 2024",1
Bruno,US,2 days agoInvited,"Some scratches and defectsSome scratches and defects, but great price and nothing on the screen. We'll see how it holds up and if they do a decent job with the warranty if needed. Date of experience: January 08, 2025",4
ian,AU,"Jan 6, 2025Invited","Competitive and fast delivery.Competitive and fast delivery.would be great to get a clearer picture of the battery life & screen condition. As it turned out the battery life is great, tho the screen has a lot of marks on it, which I'd not expected, as I typically use a protector. Date of experience: January 06, 2025",4
chainsaw,AU,4 days ago,"These is about the fifth time I have…This is about the fifth time I have brought a mobile phone from Reebelo and each time I have been happy with phone there service and the time it got to me. I don’t mind telling people how good they are as they have been very good to me.Date of experience: January 06, 2025",5
Penelope,AU,7 days agoVerified,"Like new, Quick deliveryQuick delivery. Extremely happy with the phone. Flawless. Feels like new. I still haven't seen other websites with better prices for the same phone. Highly recommendDate of experience: December 30, 2024",5
Sarah,AU,6 days agoInvited,"The macbook turned up really fast The macbook turned up really fast , great quality excalty like a new one. Definitely will be purchasing electronics from hereDate of experience: January 07, 2025",5
Ange,NZ,7 days agoInvited,"It was so easyIt was so easy, really good quality too. Product and delivery were bang on, would definitely recommend.One very happy customer!Date of experience: January 06, 2025",5
Janice,AU,2 days agoInvited,"Good range of phones that I was…Good range of phones that I was interested in. Easy transaction. Prompt delivery. Date of experience: January 07, 2025",4
Ross,NZ,2 days agoInvited,"Affordable pricesAffordable prices - Quick service. Accurate for what you get (quality wise)Date of experience: January 12, 2025",5
Adam Tyler,AU,"Jan 6, 2025","DO NOT USE REEBELO THERE PRODUCTS ARE FROM A SECONDARY COMPANY AND NOT REEBELO DO NOT USE REEBELO THEY ARE THE WORST COMPANY IVE EVER DEALT WITH THAT INCLUDES CENTRELINK! AFTER PURCHASING A ‘excellenct condition’ IPHONE WHICH CAME FROM A SECONDARY COMPANY AND NOT REEBELO. BY DAY 10 MY SCREEN BEGAN LIFTING OFF FROM THE IPHONES BODY. THE NEXT DAY THE SCREEN THROUGH UNEQUAL PRESSURE OF NOT BEING CORRECTLY INSTALLED AND SECURED TO THE IPHONE BODY CRACKED. ADVISED THAT ALTHOUGH IN AN OTTER BOX CASE THEY WOULD NO LONGER COVER IT UNDER THEIR WARRANTY! NOW I HAVE A ‘excellent condition reebelo’ IPHONE WITH A BATTERY LIFE OF 2 HOURS FROM 90% CHARGE AND A BACK CAMERA THAT WHEN IN USE STATES AND I QUOTE ‘Important Camera MessageUnable to verify this iPhone has a genuineApple camera’SO AVOID AT ALL COSTS STICK TO THE BIG TELCOS AND APPLE.REEBELO ARE THE DEFINITION OF THE DODGEY SECOND HAND CAR SALESMAN SELLING YOU SOMETHING THAT IS NOT AT ALL WHAT THEY SAY IT IS!@reebelo_official @reebelo.au @apple  @acccgovau @acccproductsafety Date of experience: December 18, 2024",1
Bruno Neves,AU,"Jan 6, 2025","Bought an iPhone 14pro max “premium” on…Bought an iPhone 14pro max “premium” on their website. The phone itself was looking good. however the screen is not working properly, stops working out of the sudden. iPhone freezes and is not even possible to switch off. Clearly is a internally damaged phone. I’ll return the phone, my problem is: I paid more for a premium phone (5% of their range, at least is what they say) and CLEARLY no one evaluated the phone properly. Also it’s impossible to contact them directly. Date of experience: December 11, 2024",1
Zainul Arifin,SG,3 days agoVerified,"Reebelo is a reliable and east to use.Reebelo is a reliable and user -friendly platform. Simple and the prices they offer is very competitive.  Date of experience: December 29, 2024",5
Ben W,AU,6 days ago,"False advertisingFalse advertising. Don't believe the 'premium' category. The phone I bought was falsely advertised as being 'premium' but came with low quality replacement components.The screen is a cheap LCD, not an oled as the iphone 12 was released with. This was not specified anywhere in the listing. The back glass was a cheap replacement that broke from a minimal contact of being in my pocket with my keys. I have an iphone 13 to compare it to in this regard, which has sustained much higher impacts with no damage at all.The battery that was advertised as new is also faulty, exhibiting erratic behaviour.I am extremely disappointed with the product and it is not at all what was advertised.When I contacted them for a repair or replacement they said that the cracked back glass voided the entire warranty and weren't interested in hearing about the falsely advertised 'premium' phone with cheap parts that was delivered.Date of experience: November 13, 2024",1
Jonathan,US,13 hours agoInvited,"So far so goodSo far so good. Only been using the phone for 2 days. Easy ordering process. We'll see how it goes. Date of experience: January 12, 2025",5
Eva,US,18 hours agoInvited,"It was very fast shipping and great…It was very fast shipping and great customer service for usDate of experience: January 12, 2025",5
Charles,AU,A day agoInvited,"It was all pretty painlessIt was all pretty painless, the computer was delivered ahead of schedule and it works well.Date of experience: January 12, 2025",4
Brittany,US,3 days agoInvited,"Best way to get money for old broken phonesThe process was really easy. I have many old, broken phones that I couldn’t trade in anywhere, but Reebelo was willing to take them and sent money quickly. Date of experience: December 16, 2024",5
shemlinex muchai,AU,Updated 8 hours ago,"So I innocently bought an iPhone 14pro…So I innocently bought an iPhone 14pro as a Christmas gift on 19th Dec 2024(I know I was late so I assumed id maybe get the order a little after the day). Together with the phone I also bought a screen protector.1)Only the screen protector seemed to have a tracking ID on the 23rd. I don't think much of this and assume both items must then use the same package or parcel. 2)I also notice I used a wrong suburb code for my address when I shipped my order. Its too late to correct the address from rebeelo so I get in touch with the couriers; Aus post; with my one tracking ID.3)The aus post can be annoying to reach and be in touch with which I finally do on 07/01/2025 with valid info that my package was in lost and found warehouse but no way it had any kind of phone inside since it was a letter and the weight was too low.4)That confirmed my fear that the package/ parcel shipped out was just the screen protector! For 3 weeks now!5)So did my phone even get dispatched? Rebeelo got to my case and with their quick response I found out they had not posted my phone's tracking ID. Thats the only issue with them, they don't post tracking IDs of shipped out items separately. I think its a bug on their dashboard, 3 stars only because the customer care team responded to my emails promptly. Hopefully I get my phone no later than tomorrow now that they emailed my phone's tracking linkUpdate: 13/01/25I haven't received any useful information from the team despite sending out emails on the ticket. Clear this case ASAP the confusion can be stopped by the sender of the parcel. Date of experience: January 10, 2025",1
Lisa Stokes,AU,"Jan 6, 2025","I previously wrote a good reviewI previously wrote a good review. But have realised now my phone has issue making phone calls out, I got one that stated excellent condition. They want me to return it but then I am without a phone for a while 🤷‍♀️Date of experience: January 01, 2025",1
Georgia MmKay,AU,5 days ago,"Excellent customer experience and easy returnsTheir customer experience is excellent. My order had a quality issue and the returns process was extremely easy, hassle free, and they covered the cost. Date of experience: January 08, 2025",5
MURRAY,AU,2 days agoInvited,"PURCHACE CONFIDENCE delivery ,choice of condition of…Prompt delivery ,choice of condition of a used product and confidence that I was never going to be ripped off when buying something this expensive.Date of experience: January 11, 2025",5
Bob,US,12 hours agoInvited,"Easy to orderEasy to order, fast delivery and phone was better than I expected.  Date of experience: January 05, 2025",5
Julie,US,2 hours agoInvited,"QualityI was satisfied with the shipping time and quality of the phone Date of experience: January 13, 2025",5
John O'Connor,AU,2 days agoVerified,"There was a scratch on the screen even…There was a scratch on the screen even though the phone was appraised as in excellent condition.Date of experience: January 04, 2025",2
Sherrye Olney,US,5 days ago,"I was nervous My second time ordering,  I messed up and accidentally duplicated my order (do not do a te-order even if it's still showing in your cart)   I reached out via email, they were not able to cancel the order BUT, I returned the product in it's unopened FedEx package and refunded my money sooner than expected.   I was nervous because they didn't have a working phone number,  but they responded immediately and I will definitely buy from them again. Date of experience: December 26, 2024",5
Peter Mace,AU,7 days ago,"no  contact availlableHave a problem with a US phone sold to me in Australia I am un able to contact Reebelo in any form there is no phone number and email does not workDate of experience: January 04, 2025",2
Tina Kuzniacki,US,2 days agoVerified,"Received exactly what I ordered.Received exactly what I ordered.Beautiful phone, works great.Date of experience: January 11, 2025",5
AK,AU,5 days agoInvited,"The phone i got is working amazingly…The phone i got is working amazingly and is such an amazing purchase. Will definitely come back.Date of experience: January 08, 2025",5
Taisa,US,2 days agoInvited,"GreatGreat, everything working perfectly fine and came in a timely manner. Date of experience: January 11, 2025",5
Miellee,AU,A day agoInvited,"Well the phone is absolutely AMAZING…Well the phone is absolutely AMAZING it’s like new although it’s missing one star only because I wish the packaging was just a bit more like safe as in maybe putting in some of those packing sponge things and just making it tight in the box just to insure the phone doesn’t get damage but other than that I LOVE IT.Date of experience: January 12, 2025",4
Barbara,US,A day agoInvited,"Nice phones at nice pricesNice selection of phones at fair prices. Arrived quickly and in great shapeDate of experience: January 12, 2025",5
