Username,location,date,content,Rating
Steve G,GB,"Oct 12, 2024","Credit card service is diabolical After contacting these idiotz numerous times, we still get SMS telling us that checkmycar io have taken money £39.90 from our credit card even though they supposedly stopped payments to this scam outfit and refunded us. We can't pass security because the idiotz at Sainsbury's are thick as pie. What a good reason to stop the credit card business! Date of experience: October 12, 2024",1
Charles Shine,GB,"Updated Oct 4, 2024","Sainsbury's Local, WhittonSainsbury's Local, Whitton, Twickenham. Dawn is a real asset to this store. She is always helpful and polite which makes shopping here a better experience than it otherwise would be. She works REALLY hard whether it be stocking shelves, training new staff or working behind the scenes in the bakery. Such a change to see motivated quality staff these days!Date of experience: September 28, 2024",5
Dawn Loane,GB,"Nov 26, 2024","Planned our day around online shopping…Planned our day around online shopping arriving 9.30-10.30am. 11 arrives and no delivery or communication. I then spend 30 mins waiting for customer services to answer the phone- finally being told that there is “ a problem “. Order finally arrives around 11.30 with several items missing. Driver very nice and apologetic. No communication re missing items and no refund for them either. Absolutely never again! Such a disappointing experience. Date of experience: November 24, 2024",1
Tanya Davies,GB,"Oct 24, 2024","Never using just eat app especially…Never using just eat app especially with sainsbury at stamford hill twice now I have order and they have left out items and the colleague aint cancelled the items staff are no help and just eats won't refund. Massive scam from both companies Date of experience: October 24, 2024",1
Ian Shepherd,GB,"Nov 27, 2024","SAINSBURY'S CEO'S ARE IN A CONTINUED STATE OF DENIAL !NOT EVEN WORTHY OF 1 STAR !!STILL NO RESPONSE FROM SAINSBURY'S CEO'S OFFICE !!UNFORTUNATLE SAINSBURY'S CEO'S OFFICE DO NOT LIVE IN THE REAL WORLD......AS THEY APPEAR TO HAVE ABSOLUTELY NO IDEA OF THE PLIGHT THAT MILLIONS OF VULNERABLE PENSIONERS SUFFER, ESPECIALLY OVER THE FESTIVE SEASON, TO PUT FOOD ON THE TABLE !I SAW AN AD ONLINE ADMITTEDLY POSTED BY 'AI' STATING THAT 'YES SAINSBURY'S WOULD BE OFFERING THE SAME CHRISTMAS DEAL FOR 6 PEOPLE THEY OFFERED IN 2023', THAT OF 'DINNER FOR 6 FOR UNDER £20' !I WAS INFORMED BY THE CEO'S OFFICE THAT THIS STATEMENT HAD NOT BEEN GENERATED BY SAINSBURY'S AND THE PERSON WENT ON TO MENTION INSTEAD PRICES OF SOME EXPENSIVE 'TASTE THE FIFFERENCE FOOD' AS NO, SAINSBURY'S WOULD NOT BE OFFERING THIS DEAL IN 2024 !!APPALLING ABRASIVE, CONFRONTATIONAL AND UNACCEPTABLE RESPONSE FROM YOU.YOU SHOW ABSOLUTELY NO UNDERSTANDING TOWARDS PENSIONERS AND OTHERS FOR WHOM ECONOMISING IS AN EVERYDAY ACTION NOT A CHOICE !!!!I SHALL POST AGAIN IN 48 HOURS.Date of experience: November 25, 2024",1
JOHN ,GB,"Sep 4, 2024","Sainsbury's do not know the meaning of customer serviceI don't even think Sainsbury's customer service department deserves 1 star. Their ineptitude defies belief. They managed to change my email address to one not owned by me two weeks ago. I have spent hours on the phone and finally resorted to reported my complaint using their online form. Surprise, surprise despite an automated response promising a reply within three working days nothing has been received. Thay are an absolute jokeDate of experience: August 22, 2024",1
Customer,GB,"Oct 19, 2024","Never use Sainsburys home deliveryDelivery never came, they charged me, tried to reschedule the delivery but never happened. Took my money, couldnt care less. Customer services all staffed by low paid foreign staff. UselessDate of experience: October 18, 2024",1
Floor IT,GB,"Nov 15, 2024","Served by Simon todayServed by Simon today, really pleasant and friendly guy, interactions like these make me want to come back and make my day :)Date of experience: November 15, 2024",5
Carolyn Fuller,GB,"Aug 2, 2024","Sainsbury standards I have had issues recently with fresh bread and the automated tills at the Penge sainsbury . I had a conversation today with customer services about my concerns about Sainsburys race to the bottom , the lack of on site bread baking in future and the closing of all the fresh food counters now . I dont think Sainsbury pay any attention to customer dissatisfaction . They dont care how much we dislike the automated tills with the locked gates . So many bad reviews, do Sainsbury ever read them .Date of experience: August 01, 2024",1
Mr Rook,GB,"Nov 11, 2024","Not there yetStopped shopping is Sainsbury's before covid when I noticed price hikes of 10% on some basics one January. Tried Tescos and Morrisons for a while and noticed they're all up to the same tricks - price hikes, shrinkflation and the inhouse cheap stuff.Ive been an Aldi/Lidl shopper for some time now, but miss the Sainsbury's quality so i pop in from time to time - if Ive got a voucher from the petrol station.That's one good thing about Sainsbury's - cheapest fuel around.The quality is still there and if you're price aware you can find the good deals - like 1 litre Baileys for £10 if you've got Nectar.  But dont be fooled.  Baked beans now only 400g, instead of 410 or 415.  And most spreads are now 400g instead of 500?  I reckon middle management treat shoppers like we're stupid.  For example, 2 x 8 packs of Pepsi £6.50 with Nectar - that's over 40p per can! Is that supposed to be a good deal??  So they're still up to their old tricks, but little by little they're getting closer to the discounters. I look forward to the day when I can do all my shopping there.Date of experience: November 10, 2024",3
Steve Campbell,GB,"Aug 22, 2024","I am livid with the staff at Sainsbury…I am livid with the staff at Sainsbury Castlepoint today at 20.30I asked politely for a till to be opened but was flatly ignored, not even looked atI then asked the supervisor at the self checkout if show could check out my shopping.She said ""would you like me to show you how?I replied ""No Thank you""She then made me feel old, stupid and decrepit by saying ""You're never too old to learn""How dare she comment on me, my age, my intellect or my capacity to learn and remember HER JOBI asked her to scan the items then I paid and left feeling very upset and denigrated by a shop assistant and feeling that my custom was not wanted.Sainsbury's attiude to shoppers where self checkout is concerned is awful, you need to start listening to customers noy accountants!Date of experience: August 22, 2024",1
jr g,GB,"Sep 25, 2023","Worthing Littlehampton RoadWorthing Littlehampton Road. I'll put it to understaffed and overworked as reason service has gone down over the years. Employees always looking over your shoulder as to say Hurry up! And please stop talking into your headset when assisting customers. Is this Wall Street and they need constant updates on pig future stockprices? Back to Lidls and Aldi's I guess. At least lower prices. 👎👎Date of experience: September 25, 2023",1
Bunty,GB,"Nov 28, 2024","Short dates week after weekShort dates week after week. Last weeks order,  #980780127, deliverd on the 19th Nov, I had a quiche delivered that was marked Use By 19th Nov. The spinache had a day before the best before date, I returned that and the cabbage that had seen better days.  Scones had 2 days before B.B date.  This weeks delivery on the 26th November #983240843 I returned the cabbage.  I had a farm, I've grown cabbage and other vegetables, I know what fresh vegetable should look like.  So, I don't have to rely on B.B dates.  The scones had 2 days before the BB date,as did the bread.  The broccoli B.B 27th, which was the next day, I complained but kept as I wanted some fresh greens so made do with them.  Scones went in the freezer and bread?  Well I'll have to make do or go without. I was a war baby, grew up in the 1940s, so I know about make do.  My complaints, made over the last year, have fallen on deaf ears.  I'll be shopping else where.Date of experience: November 19, 2024",1
Consumer,GB,"Dec 8, 2023","Love the SMARTSHOP saves so much time.Love the SMARTSHOP saves so much time.However pricing policy is poor, had to help aged couple as the per KG etc information is far too small to read and clearly tokenistic as for instance best value dishwasher tabs are deliberately placed at lowest shelves so they'd have to have been on their knees to see them.In other areas large and small sizes of products have same per item cost if you can do the maths but a red sticker suggests better value. Very poor!Date of experience: December 06, 2023",3
Susan Ellis,GB,"May 18, 2024","Another bad experience at Sainsbury's Orpington Another bad experience at Sainsbury's Orpington. Out of date foods on shelves - again, filthy floors and lack of staff really made this trip for a my weekly shop appalling! Sainsburys, the only reason I have given you 2 stars is down to the till staff who are in the front line for frustrated customers. The Till Manager Levi, is clearly trying to run a supermarket on minimal staff and a Trolley man who wants to do more than move trollies.I work all week, and do not want or expect to wait 10 minutes plus in a queue with one Till worker because Deliveroo take precedence. Come on Sainsbury's, get your act together or you will loose another customer to Tescos.Date of experience: May 18, 2024",2
Graham Goddard,GB,"Mar 14, 2024","Usually use my local Sainsbury…Usually use my local Sainsbury Convenience store in Hamlet Court Road , Westcliff on sea ,Essex . But as from now will be spending my money elsewhere, Due to this store selling out of date Vegetables, Talking Onions Tomatoes Potatoes Avocado . I did ask why there is no Best before dates on they're produce And the reply I got was its  (To save waste !!!)So we pay top dollar for unusable produce ! Have been using this store for many years ,Its just got worse, mainly with the fruit and Veg , But having to bin half of what I buy isn't any good for me !   Mr G Goddard.   Date of experience: March 13, 2024",1
Brian Plunkett,GB,"Mar 21, 2024","I am 81 years oldI am 81 years old, use the zapper for my shopping, was subjected to a full shop rescan, felt very uncomfortable with this, in front of everyone. I would not dream of not paying and if things do not scan, I wait until centre isle to do so. The store has many spots where items do not scan. I think Sainsburys need to sort this out instead of degrading elderly customers. I will think twice before returning, v ery disappointed and crossDate of experience: March 21, 2024",2
Consumer,GB,"Feb 21, 2024","Sainsbury’s Marble ArchSainsbury’s Marble ArchI really love shopping at Sainsbury’s but one place I will not be back is in Marble Arch  cuz not a nice people walking in there some of the staff are  rude and looking at everyone as a thief and today Jai say she doesn’t trust me or anyone  for her plastic bag that cost 30p what upset is they way she say it Date of experience: February 21, 2024",1
SPDARCY,GB,"Mar 2, 2022","Sainsburys Dalston waited 25 minutes…Sainsburys Dalston waited 25 minutes for a trolley. Shelves empty. Staff rude. Manager incompetent.  Screen froze at till manager said put all the shopping through another till. Only 2 tills open and long queue at self service.  Staff standing around chatting and laughing with each other. This is a constant experience at Dalston.   Luckily Aldi is now open in Dalston I will shop at Aldi in the future. Sainsburys Dalston needs major improvementsDate of experience: March 02, 2022",1
Netty,GB,"Nov 10, 2024","Sainsbury's Nine ElmsI visited Sainsbury's on a Saturday afternoon and found it quite busy, which is typical for that time. However, I was disappointed by the number of tills open. There were only a few traditional checkouts available, and while there were self-checkouts for trolleys, they simply weren't sufficient for the volume of shoppers.In an effort to speed up the process, I ended up grabbing a basket to hold my trolley items, hoping to check out more quickly. This experience made it clear to me that Sainsbury's could improve their customer service by reducing the number of unused traditional tills and increasing the number of self-checkouts for trolleys. No one wants to spend their Saturday afternoon queuing for long periods, especially when grocery shopping. Enhancing the checkout experience would not only benefit customers but could also streamline operations for the store.Date of experience: November 09, 2024",3
Genuine Person,GB,"Apr 3, 2024","Beckton Sainsbury's poor management  Beckton Sainsbury's poor management has the worst customer care. Do not respond to customer complaints; the only thing they care about is getting customers money. I am not surprised why your delivery drivers have such bad attitudes and behaviours towards the customers; they see their manager. If I could give 0 stars, I would. Date of experience: March 04, 2024",1
Kelly,GB,"Nov 16, 2023","Sainsbury east Kilbride …I am a regular shopper at the east Kilbride store but I keep finding food out of date by a long period. This week it was chocolate brownie mix a YEAR out of date, last week a full shelf of rolls, and a few months ago a full box of Mexican wrap kits and a full case of energy drink almost a year out of date. It seems stock rotation isn't done in this store.Date of experience: November 14, 2023",1
Lyndia,GB,"Nov 20, 2023","Rude staff who bully older customers…Rude staff who bully older customers into using self service tills when they clearly don't want to taking their rights away of having a manned till.These people have been shopping there since the 1st day it opened So how dare they treat the older customers this way I don't think sainsburys realise these people pay for the staff wages with the stuff in their trolley It's about time sainsburys stopped being so disrespectful to thier elderly and disabled customersDate of experience: November 17, 2023",1
SIMON CARTER,GB,"May 26, 2024","Proper Coca-Cola in glass bottles.Sainsbury Westwood Cross, Kent. Spend £100+ every week. Huge disappointment that on moving the Coca-Cola section a regular purchase preference has been discontinued. Coca-Cola ( classic ) in 250ml glass bottles, packs of four. The Worlds most popular drink after water in its best and original form. It tastes different and better in glass bottles…..it you know…it is the easiest blind test. It is not cheap…the best premium products never are and I understand that shelf space has to support profits and there are customers who prefer to buy 30o/2 litre cola products, on price or even Coke in cans or plastic bottles. I was in the canned vegetable section and shelf space is given to for example Artichoke Hearts, I fail to see the worthiness over my missing product that admittedly I may spend only £8 a week on. Sad to say I will choose now to go to the nearby Tesco Extra for my shopping, including proper Coca-Cola. Thank you.Date of experience: May 24, 2024",1
M Hughes,GB,"Dec 9, 2023","We shopped in the storeWe shopped in the store, as it was convenient, but I'm not a regular customer.  I had reason to use the facilities, and was disgusted to find them in such a state! The nappy changing area was cordoned off, and the ladies and disabled toilet had a tired sign stating out of order. The only one available was the men's toilet! I did decide to go in, but even that was unusable as the bowl was blocked!  Absolutely disgusting! No apology sign, nothing! Totally unnecessary! I shan't be returning to THAT shop!Date of experience: November 14, 2023",1
MA,GB,"Jul 17, 2023","Just lost themselves a customerJust lost themselves a customer.  Sainsburys Watchmoor Park Forcing mobile app scan QR code on us to use the shopping scanners.  Walked out and went to Tesco.  A word of warning, Morrisons tried to force mobile apps and went back to their old scheme because they lost so many customers!Date of experience: July 17, 2023",1
Customer,GB,"Sep 12, 2022","Absolutely terrible…shrivelled up…Absolutely terrible…shrivelled up mushrooms loose at bottom of crate, four small old carrots, eggs smashed, bag of pears open with half missing.  I tried to contact customer service online but told they can’t offer refunds and when I got through to a call centre the line was so bad I could hardly understand the woman on the other end.  Dreadful.Date of experience: September 09, 2022",1
carl,GB,"Sep 10, 2022","Sainsbury's on line grocery delivery…Sainsbury's on line grocery delivery (Leigh) excellent service, delivery driver was smart & polite,helped unpack the trays,even the trays were spotlessly clean.produce had reasonably long dates.cannot find any faults.so a certain supermarket Tesco has lost our custom after 8 years.great job Sainsbury's very helpful with our disabilities thank you.Date of experience: September 10, 2022",5
Janet Anne Miller,GB,"Jun 22, 2024","My online order did not arrive at allMy online order was confirmed and money taken from my bank and a time given but when the time ran out they hadn’t delivered I got a text message saying they will not be delivering today. I called them and they said the driver was off sick. That is not my problem he’s sick but my problem gets even worse when they say my refund will be with me in 3-5 working days and as it Friday I’m looking at Wednesday for my shopping allowance to be available for me to buy food. You would think such a big company would have something in place for the sickness situation. So a Hungry angry weekend for me, thanks for nothing Sainsbury’s.Date of experience: June 22, 2024",1
Fabian Brewster,GB,"Sep 13, 2022","Rotten bag of Spinach with tomorrow's sell-by date!Yesterday I bought a simple bag of their 'Washed Spinach' of which some I consumed yesterday the day of purchase, with an expiry date of tomorrow! This date was totally inadequate for a fresh food to expire withinn such a short period! However today I took the bag with tomorrows expiry date out of my fridge, only to find the food had gone rotten overnight!This has happened on numerous past occassions when purchasing a number of fresh items from Sainsbury over the last 10/15 years+. It's only now I found T'Pilot to leave my review. When it comes to 'fresh foods' Sainsbury are poor with late deliveriesI suggest you instead go to Morrisons or Waitrose.Date of experience: September 13, 2022",1
Wendy Lyon,GB,"Mar 21, 2024","Shame I couldn’t give a zeroShame I couldn’t give a zero. Woman on the self checkout at Sainsbury, Dundee tonight around 6pm. Very dark black hair, CRAP attitude.The most unhelpful rude woman I’ve ever encountered. I don’t expect as a customer to be treated like an idiot. Am sure there are people desperate for a job who would care and be kind, Date of experience: March 20, 2024",1
Frederick G Flanagan,GB,"Jan 24, 2024","Without Nectar....watch out!Who do Sainsbury think they're kidding when they claim ""save up to half price with Nectar""? The prices without Nectar are scandalously high and are just a way for Sainsbury to claim unreasonable premia if you have forgotten, or do not have, a Nectar card.As a result we will boycott shopping there and I suggest you all do the same. They are scamming consumers.Date of experience: January 24, 2024",1
Charlie Wallis,GB,"Apr 21, 2023","Absolute shambolic stores!Absolute shambolic stores!This retailer is beyond a joke now. Holding people hostage at self checkouts if you don’t have a receipt.Criminalising before you even pass the last point of checkout being where the tobacco sales are and not only that, before you even leave the store!Highly not recommended. I will be staying away from Sainsbury’s completely and advising everyone I know to do the same and to pass the message onto others.End of the day I just walked out through the barriers as I had paid and was not being held back as some sort of criminal.Ridiculous implementation! Criminal company as a whole!Date of experience: April 21, 2023",1
Michael Colls,GB,"Apr 15, 2024","Local store PortisheadLocal store Portishead, Bristol. Did a little shopping around 11am on 15th April. Only one till open, no one helping out on the scan and pay and one lady on the self scan area who was busy with a customer. Queues up the isle on the checkout, four bays needing assistance on the scan and pay and further queue of over eight people waiting. Staff still have time to chat about what they did over the weekend. Badly run store and no consideration for customers.Date of experience: April 15, 2024",1
KR,GB,"Oct 15, 2022","Poor substitutions from BecktonIt would be helpful if the person in charge of the online deliveries at Beckton could explain to their pickers the following points:1. Cod is not a suitable substitute for prawns;2. Macaroni Cheese is not a suitable substitute for Spaghetti Bolognaise;3. Chicken Curry is not a suitable substitute for Chicken Hotpot.What is the point of having online deliveries when we still have to go to the store to buy the things we need??Date of experience: October 15, 2022",1
Richard,GB,"Aug 14, 2023","Sainsburys Locksbottom1) seriously wonky trolleys (when are they ever checked?)2) only one british eating apple but plenty flown in from Southern Hemisphere, when there are orchards down the road with a great crop. How can that be justified from an environmental pov? UK plc anyone?3) no one supervising checkouts. Many customers need or prefer a human being at a till to serve them. Queues abound as half the tills are closed as staff are busy sorting issues with self service and ""smart"" shop. Progress? Really?4) My local branch is going through refurbishment so guess what, the store I visited was busier than normal. Any chance of some pre planning to accommodate this demand. Nope.Date of experience: August 14, 2023",2
David,GB,"Updated Nov 26, 2022","Be warnedBe warned. We've used this store (Beckton) to deliver our shopping until recently (Nov 13 2022) Appalling service! So far deliveries have included a live rat and most recently bleach (not ours) spilled all over the food. We've rejected the order (with spilled bleach) and requested a full refund which five days after the order has still not been forthcomming.(despite being promised we'd have it in five days) The store manager hides behind clueless customer services agents and won't discuss the order with us....or return our money, so no alternative but to tell the public what a shambolic service to expect and serve a county court summons.Date of experience: November 08, 2022",1
Gonzo,GB,"Updated Aug 27, 2021","Closed changing rooms, must buy a couple of sizes and return??You continue to have closed changing rooms and your new re vamped Hempstead Valley store doesn't even have changing rooms. You want us to buy several sizes and return those not fitting? More money in your pocket and excluding of those who cannot afford this. You are also making us return to your store.. during a pandemic to return items? Not good sense at all. Won't use again...Date of experience: August 26, 2021",1
Paul mahady,GB,"Updated Apr 12, 2024","Sainsbury’s are dishonest when you send an item backNearly every week they Haven’t got an item and substitute it with something else nine times out of 10. I send this item back but most of the time I never get a refund I have to call Sainsbury’s and get a refund for the item which is a con it’s stealing yet they get away with it because they’re a big company it’s not right. And I do not want an e-voucher just put the money back into my bank account like Tesco’s do and also, why not? Have an app like Tesco’s which tells you you are the next to be delivered And it shows you exactly where the driver is on a map makes life a lot easierDate of experience: April 12, 2024",1
Borletti,GB,"May 24, 2024","Home delivery getting worseHome delivery, again lots of short life product. Last time three family meals all out of date by the following day. Supposed to flag short life items but increasingly don’t. Seem home delivery is an excuse to palm off all their short life items not to mention it messes up the weeks meal plan. To top it off it was 2 1/2hours late! Called customer services, waiting for ages then they just cut me off.  Must do better.Date of experience: May 24, 2024",1
LISA JANE NICHOLLS,GB,"Jul 25, 2022","Sainsburys customer service is awfulSainsburys customer service is awful. Whether on the phone, or via twitter. I have waited for them for 3 hours this week. Got cut off after 13 mins waiting, couldn't get through twice, spent 18 mins waiting to speak to someone and then speaking to someone who didn't sort out the issue! Got ignored on twitter messaging because I have to keep contacting them due to their own ineptitude. I like the food but if you need something sorted they are terrible!Date of experience: July 25, 2022",1
LivFer,GB,"Dec 14, 2021","I have just had the worst sainsbury's…I have just had the worst sainsbury's customer services phone experience ever in my life. The website refused to send a verification code to my phone, so wasted 10 mins over that pointless nonsense. The mass of stupid security questions I gave her all details no one else would have known but she still refused to send or look into sending a stupid code. I only wanted to spend my money and shop why make it so blimmin awkward!! Ill be shopping with ocado or marks thanks very much NOTDate of experience: December 14, 2021",1
Rodney Dyson,GB,"Jun 3, 2023","Slightly  deafHuddersfield shore head yesterday 2 June , im slightly deaf and the check out gentleman got really angry as I miss heard him , I thought he said £18,40, and had to ask him again what he had said , this time I heard £13.40. , that was more my budget!! , to which the gentleman replied don’t you understand English , I speak good English he said , both me and my wife looked at each other in disbelief, how rude he was !!! Was going to complain but there was nobody at customer services,Date of experience: June 02, 2023",1
Paul R,GB,"Apr 6, 2023","POOR QUALITYWherever you look in store, poor quality prevails, both as regards their own label products and service. JS promote their quality at Aldi prices, so what better reason is there for shopping at Aldi? It's a no-brainer for our family and friends.Date of experience: April 03, 2023",1
Vinny,GB,"Dec 31, 2023","Colwick, NottinghamI go to the store in Colwick and 9 times out of 10 the trollies have not been collected & there is never enough of the self scan machines. I'm all for good will gestures of doing someone's job for them, but as a disabled customer with reduced mobility, I don't expect to be walking around in the rain to find a trolley.The vegetarian range is also poor but thankfully there are other chains around for me to shop in.Date of experience: December 29, 2023",1
Graham Darwen,GB,"Sep 22, 2023","Good Service & Delivery by SainsburysWe have our weekly grocery order delivered on a weekly basis. The ordering system is very good and easy to use.Any discrepancies or damage are immediately refunded by the delivery driver.We had a recent issue where our order wasn't delivered due to a ""glitch"" in the payment system, as a way of saying sorry, Sainsbury issued us with an on line voucher, which was much appreciated.By the way, the prices are much cheaper than Morrisons!Date of experience: September 22, 2023",5
Ray,GB,"Jan 7, 2022","I would like to give a higher reviewI would like to give a higher review, but recent problems with online shopping have proven tiresome. Getting through to the store can take 30 minutes plus, then one is put through to a call centre that do not even understand Sainsbury substitution Ts & Cs. Then ask to be put through to head office in Holborn and told ""we do not have that number""Date of experience: January 07, 2022",3
Mrs Theresa McDevitt,GB,"Aug 22, 2021","Old farmers tricks with weights?…I bought some ""Taste the difference Baby Gems potatoes"" Thursday, Sunday went to use for lunch. I found a stone same size as potaoes in the bag as I emptied potatoes out to sort sizes. Really Sainsburys you need to be watching what your suppliers add to your vegetables, very sneaky way to con your customers. I'll be returning the potatoes & stone after lunch. I didnt use the potatoes I didn't want to taste the difference. I have photographed the whole bag of potatoes with stone included too.Date of experience: August 22, 2021",1
Simon Wilsher,GB,"Dec 9, 2023","Terrible shop with terrible attitudeTerrible shop with terrible attitude. My Wife went to Sainsbury's Chesham today as she does most weekends and was racially abused by one of the women on the checkout today. My wife is ethnically Chinese and the woman on the checkout said ""I don't like you"". My wife asked why and the woman repeated "" I don't like you or your type"". My wife was shocked as we've been in Chesham for 4 years and never had anything like this happen before. My wife again asked why and the woman said "" you removed you card without my permission"" As far as I'm aware you do not need permission to remove your card if the card reader states please remove card. Something needs to done about their attitude.Date of experience: December 09, 2023",1
DAVE BONWICK,GB,"Sep 22, 2024","BOOT LEATHERI bought at Sainsbury's 21 day matured beef stakes costing £16.99 per kilo and they were as tough as boot leather. So tough they couldn't be cut let alone eaten. Absolute disgrace.  Date of experience: September 21, 2024",1
Linda ,GB,"Nov 2, 2021","Generally very good serviceGenerally our deliveries are very good, and if there is anything amiss I call Customer Service who always put things right.  My only 'beef' at the moment is the website which seems to throw up error messages constantly which makes ordering a real chore.Surely you can sort this out Sainsbury's?!Date of experience: November 02, 2021",4
Castile,GB,"Sep 23, 2022","Absolute useless Customer Service…Absolute useless Customer Service passed around from agent to agent and at one point agent went away to seek assistance and never came back.Could not get anyone to understand and respond to my query.I am not a regular and will be returning my clothing items purchased.POOR POOR POORDate of experience: September 23, 2022",1
Viki Leigh,GB,"Jan 3, 2024","What the actual ffff is going on with…What the actual ffff is going on with sainsburys. I received out of date pizza roll undercooked cheese twists and a cheese bread taste the difference all no good and it's my first time on line with sainsburys. Phoning the customer service team shockingly in another country sold out again by our government as is every British based company again. One lady so rude she ended the call the second supposedly speaking to me but goes off speaking in her language to who ever she was sat next to. Honestly I'm not shopping on line anymore. The warehouse in Enfield are lazy good for nothings not caring whether you're goods are fresh or not and customer service 1000s of miles away. Disabilities or not I'll get a taxi and start to go in store myself. All other supermarkets are exactly the same. Major disappointment by the elites and government selling out the British taking away our jobs for cheaper wage slaves.Date of experience: January 03, 2024",1
