clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log,cluster,PCA1,PCA2,cluster_label
09146ce9-d868-4188-a7af-27eeae485fbd,197,3,3327.86,1109.29,5.288267030694535,7.012376521444861,3,-1.3277998390933337,0.249892833880548,New Customers
092a878c-e765-44b4-bcdd-7743cc7ef92e,229,12,8385.85,698.82,5.438079308923196,6.550823159119369,4,1.2272624848800617,1.6262378128835884,Loyal High-Value Customers
09557980-c2c4-498f-aeb4-0c15a66723d6,109,13,11580.91,890.84,4.700480365792417,6.793286744293583,4,2.3026098091549088,1.5443629785185315,Loyal High-Value Customers
0967f369-023c-456e-8178-6606c631414c,62,11,5935.13,539.56,4.143134726391533,6.292605639243919,1,1.0260154346481603,0.35167402468946596,Loyal Customers
0978ed64-392a-4107-86ab-559234909f67,257,3,3342.61,1114.2,5.552959584921617,7.01678904000626,3,-1.4194977982955497,0.4392638548752662,New Customers
0981a8d7-514e-42ad-b588-a249a8856152,41,5,5129.21,1025.84,3.737669618283368,6.934241404217964,2,-0.059566838990515854,-0.4901887124482358,"Moderate Spend, Low Frequency"
0991c0bd-a665-4ffa-9450-6ccef0d1aef4,0,8,4124.82,515.6,0.0,6.24726888066174,0,1.6129097864802817,-3.023709898449067,Loyal High-Value Customers
09affffc-c663-4ac6-b78f-f1ba1419bbfd,703,1,159.6,159.6,6.556778356158042,5.078916801512661,3,-2.7660919281904675,0.6341980665833677,New Customers
09e8f606-76c2-482a-8468-499c258683af,34,8,4964.0,620.5,3.555348061489413,6.432135910950766,1,0.5082702800398411,-0.4070346999615864,Loyal Customers
09e99414-3f3f-43ca-96a7-05a689a1747c,55,10,6787.51,678.75,4.02535169073515,6.52172508351258,1,1.0585792465926986,0.28819287481164063,Loyal Customers
0a380850-4108-4809-bef5-74ae90d9b560,134,1,749.34,749.34,4.90527477843843,6.620526437139178,3,-2.058843230887249,-0.4696655556686891,New Customers
0a53200b-1579-441a-b151-54356c7c915b,4,15,9419.26,627.95,1.6094379124341005,6.444051762284881,0,3.3361161574747547,-0.7395934438352096,Loyal High-Value Customers
0a8b42fe-c37e-478b-aec0-3da31a8aba5c,8,1,381.28,381.28,2.19722457733622,5.9461533243979785,2,-1.16372425051521,-2.431850221029577,"Moderate Spend, Low Frequency"
0ab8f5cb-dc97-489f-9382-770b14543b2e,129,5,4154.92,830.98,4.867534450455582,6.723808402070742,1,-0.6565535466206205,0.1999695819957905,Loyal Customers
0ad179a4-5ba8-4ac2-babb-a38f13ef5fd5,133,6,3095.18,515.86,4.897839799950911,6.247772044800624,1,-0.6989413908732227,0.17779373183140237,Loyal Customers
0ae1e47e-da3c-4033-8513-d532fe8811ab,4,10,6537.42,653.74,1.6094379124341005,6.484238210266224,0,1.8726461771957599,-1.4533992562875762,Loyal High-Value Customers
0ae86323-6964-4563-b0cb-bbacd547e145,215,3,2184.18,728.06,5.375278407684165,6.591756033148576,3,-1.585561961299825,0.18127505194085516,New Customers
0aef1c57-c1ef-415b-85fa-418cdb85b65c,68,10,9461.49,946.15,4.23410650459726,6.853457475574288,4,1.513891235813955,0.740904827335539,Loyal High-Value Customers
0b031ec3-cef4-4170-a264-025b5f812dea,90,8,8195.0,1024.38,4.51085950651685,6.932818554575806,1,0.8070266889738354,0.6386630665991294,Loyal Customers
0b0db683-765a-4c8b-8b4d-33acc2ad53b9,19,8,6611.48,826.44,2.995732273553991,6.718336597069548,0,1.0348214721865248,-0.6161296254239329,Loyal High-Value Customers
0b17e0fc-202d-497d-b32e-279c7d210bbc,238,8,4211.18,526.4,5.476463551931511,6.267959273919186,1,-0.3276777694421492,0.8694253788434396,Loyal Customers
0b30287a-90dc-4bc9-84fd-9e0756d4e4e9,53,3,2273.02,757.67,3.9889840465642745,6.6315669002415705,2,-1.072388862458288,-0.7916068816963154,"Moderate Spend, Low Frequency"
0b370a40-7cd7-4529-bebf-46f362042d3d,88,12,7470.32,622.53,4.48863636973214,6.435396879439724,4,1.385222989558252,0.8486791662058902,Loyal High-Value Customers
0b37ffe2-0bb1-40ec-ac8e-3bbf534106b1,168,5,2490.31,498.06,5.1298987149230735,6.212726329004173,3,-1.08023941436551,0.19633512077720022,New Customers
0b4d5b76-3d09-4f36-9887-a2dd3b77f7a8,100,4,1162.74,290.68,4.61512051684126,5.675657310930353,2,-1.337788008478207,-0.39704476532123406,"Moderate Spend, Low Frequency"
0b854276-d999-4eb3-9bb3-0ce79fd18b52,52,9,5128.61,569.85,3.970291913552122,6.347126478122337,1,0.5710285930313597,-0.016959527573879467,Loyal Customers
0bd7c5c1-83e3-4bb2-9d1b-9060a12da71c,19,10,8357.62,835.76,2.995732273553991,6.72953729102092,0,1.7378119123648024,-0.2629919366052897,Loyal High-Value Customers
0bed0610-0612-4dec-85f0-805399706e03,319,4,2980.69,745.17,5.768320995793772,6.614953456280126,3,-1.389742786777445,0.627822086236436,New Customers
0c19d4ec-261f-4ac5-bb33-282f1c5ccbf6,9,2,768.8699999999999,384.43,2.302585092994046,5.954359594154741,2,-0.9461066249592621,-2.2358894650947105,"Moderate Spend, Low Frequency"
0c80982c-ba94-436b-b2e7-916fd23c678d,5,2,920.4,460.2,1.791759469228055,6.133831788394904,2,-0.7334682445248258,-2.580843751234237,"Moderate Spend, Low Frequency"
0c8ae06f-8ca1-45b6-887e-a6e4dca43be8,137,3,3397.44,1132.48,4.927253685157205,7.033047825327869,3,-1.1849567850377802,0.0018308624837069256,New Customers
0cbc5ad9-b66f-4f00-8a12-ba4ade28ad0b,38,13,12257.31,942.87,3.6635616461296463,6.849988444797945,4,2.8073338753612163,0.8861686155568931,Loyal High-Value Customers
0cbe2aa4-9a9f-41d4-8807-f95687466c40,271,3,3677.15,1225.72,5.605802066295998,7.112099219810585,3,-1.3720876374433801,0.5148529575701235,New Customers
0cdac57e-a998-4830-9a7c-758e7ff0c318,84,11,12544.07,1140.37,4.442651256490317,7.039984574245713,4,2.228723586290355,1.3171126806861138,Loyal High-Value Customers
0cf2b6de-994e-447e-a519-1ab529d672d2,213,10,11281.24,1128.12,5.365976015021851,7.02919384725252,4,1.46991848932058,1.7508512443259447,Loyal High-Value Customers
0cf4e152-2589-4664-ae0f-41b02a73efc3,66,9,7142.01,793.56,4.204692619390966,6.677788502319801,1,0.8862572253876018,0.3786678941725612,Loyal Customers
0d1fc803-c49d-4619-b82d-d959904f3462,40,13,11056.12,850.47,3.713572066704308,6.746964267538455,4,2.551401204736453,0.7847609250531445,Loyal High-Value Customers
0d2dafbf-e89f-4310-a96c-2324b4379a59,138,8,7413.52,926.69,4.934473933130692,6.832697625254356,1,0.5007189563854235,0.8499973384515572,Loyal Customers
0d3351b2-18e5-4e6d-8893-6c1f07e00cd8,25,7,3328.22,475.46,3.258096538021482,6.166383774135174,2,0.11187927517636262,-0.8812879751198145,"Moderate Spend, Low Frequency"
0d452ac3-f31c-451a-9498-75ccc90d2e27,76,12,13159.56,1096.63,4.343805421853684,7.000908588959614,4,2.564505872183011,1.394241193289873,Loyal High-Value Customers
0d4c0d32-de63-4203-9eb9-988b8426710e,424,6,3746.52,624.42,6.052089168924417,6.438423424045506,3,-0.9824731224206651,1.0704750703589245,New Customers
0d76c222-cd89-4672-ae2e-01c50bf20164,272,4,3440.16,860.04,5.60947179518496,6.758140960956043,3,-1.241899021193837,0.5675382790498784,New Customers
0d9c8a3b-c3ee-437d-bfe1-26b3ddc89022,0,9,6096.34,677.37,0.0,6.519692861801772,0,2.1820988695680588,-2.72197827049343,Loyal High-Value Customers
0daa33a8-35b1-4bd8-8159-c6bd592e41da,90,12,7155.13,596.26,4.51085950651685,6.392352529473033,4,1.314813531195492,0.8285230321107543,Loyal High-Value Customers
0dad8ac5-299c-4c85-a3ec-cd1d3b7c1fcc,106,7,5717.4400000000005,816.78,4.672828834461906,6.706593351774314,1,0.07964909904240663,0.3941212765769309,Loyal Customers
0e0552b1-cdee-4b69-99a9-829ff9c3b120,18,9,8277.18,919.69,2.9444389791664403,6.825123388933632,0,1.5617384068616624,-0.385616092404765,Loyal High-Value Customers
0e09e5e9-03a9-4ae1-aea0-f55ffdf659be,110,5,4527.35,905.47,4.709530201312334,6.809557935328468,1,-0.5262616588949667,0.13036715507588334,Loyal Customers
0e0d9902-7165-4eb1-97d2-45716e022e53,68,6,1906.72,317.79,4.23410650459726,5.764532578795478,2,-0.6972051632219548,-0.4282705972124578,"Moderate Spend, Low Frequency"
0e109fa9-273d-4b0e-9a90-92b04637866c,115,11,7530.25,684.57,4.7535901911063645,6.53025060903331,4,1.123917741572391,0.9662965154403215,Loyal High-Value Customers
0e399803-a23f-4a07-acd8-33f59d359162,312,2,2318.19,1159.1,5.746203190540153,7.056261487281361,3,-1.8700678729440543,0.38247618494596836,New Customers
0e5a62a4-0801-4e04-8752-ab1c5d7f0538,128,4,2489.7,622.42,4.859812404361672,6.435220448948869,3,-1.1622788036527638,-0.07233633161556387,New Customers
0e5ab075-982f-43cd-93f0-68e7e406deed,11,5,2248.51,449.7,2.4849066497880004,6.110801929696603,2,-0.18263962857839436,-1.7067490883596297,"Moderate Spend, Low Frequency"
0e806d42-5a59-44a4-8c29-d88c147a2157,252,2,2547.99,1274.0,5.53338948872752,7.150701457592526,3,-1.7484497463708333,0.25775706662440767,New Customers
0e9259c3-ae38-4a7f-a711-8f01621f482a,17,9,9225.03,1025.0,2.8903717578961645,6.933423025730715,0,1.7689136623501094,-0.31595183373854946,Loyal High-Value Customers
0ef99277-941d-4f98-8f2d-5807c6e7a314,10,11,7655.03,695.91,2.3978952727983707,6.546656277602536,0,1.9907506680350104,-0.6898806127366545,Loyal High-Value Customers
0f1f1c6f-e93c-477a-bd08-c4ecf43f411c,179,4,5860.51,1465.13,5.19295685089021,7.290381555186268,1,-0.6133333857749507,0.5479790558547304,Loyal Customers
0f48f5c0-e754-4b7d-9c2a-c08e168f1d7f,24,10,7360.18,736.02,3.218875824868201,6.602615028863196,0,1.4603680945832382,-0.2184167139162895,Loyal High-Value Customers
0f5ae3f9-af16-49be-bdb6-7351c84766c7,3,9,9648.13,1072.01,1.3862943611198906,6.978223062251763,0,2.3904359063255316,-1.3342650885862226,Loyal High-Value Customers
0f71de50-d49c-436e-841e-b084a2c79cf3,103,4,2244.55,561.14,4.6443908991413725,6.331750929191152,2,-1.1338553570467709,-0.25302274600929003,"Moderate Spend, Low Frequency"
0f853075-a5a4-41b5-a999-1a7b003ffc8c,25,13,11853.11,911.78,3.258096538021482,6.816494887703092,4,2.8721723217152317,0.5526016111972449,Loyal High-Value Customers
0f9c838f-78be-4249-a8ae-8d44a7fe3e3e,120,3,4794.12,1598.04,4.795790545596741,7.37715872815584,2,-0.8611639974205776,0.06775649126922402,"Moderate Spend, Low Frequency"
0f9e01d4-135b-441e-9579-a6bdaf529864,0,13,10387.46,799.04,0.0,6.684661726417969,0,3.7463960733966255,-1.92467914301943,Loyal High-Value Customers
0fa59206-94b6-416c-9195-8dcc9b0d5de6,61,1,573.75,573.75,4.127134385045092,6.353935163643291,2,-1.8154758646389095,-1.0414432152001964,"Moderate Spend, Low Frequency"
1009c5a7-89fe-4a7c-9a2c-065ee0234ff2,41,2,2834.1,1417.05,3.737669618283368,7.25703796740131,2,-1.0498214637097878,-0.982965701184088,"Moderate Spend, Low Frequency"
1034eb7f-c617-4cb6-8b8d-2a8e3d41ae3e,8,1,75.03,75.03,2.19722457733622,4.331127999240345,2,-1.2244177236303566,-2.4667458489243916,"Moderate Spend, Low Frequency"
103c99b5-8893-4932-a931-70846d24451d,135,13,10207.93,785.23,4.912654885736052,6.667249370489212,4,1.9546615962932694,1.5383693213445144,Loyal High-Value Customers
10834a6e-23ff-4572-a9af-76cf35231aba,55,10,5641.52,564.15,4.02535169073515,6.33709118263674,1,0.8314637747388962,0.15761315036697607,Loyal Customers
108d38df-7fbb-4547-b02f-3c58672afa69,2,13,12056.57,927.43,1.0986122886681096,6.833494987536113,0,3.684457723022185,-0.9554796862199146,Loyal High-Value Customers
10eb0c42-ff18-4c1f-8fb4-4d4dd1990406,216,10,6889.01,688.9,5.37989735354046,6.536546659552063,1,0.5944776440976259,1.2602504587698917,Loyal Customers
10fca95b-de2a-4692-bd3a-cee33c7c1211,495,2,821.79,410.9,6.206575926724928,6.020780601442035,3,-2.3312006332980704,0.5384138425470593,New Customers
10fd11ef-69ad-4117-894a-09f0db3e5585,204,4,2086.87,521.72,5.3230099791384085,6.25904594785276,3,-1.407694644064366,0.21021111774161055,New Customers
10fe9f6a-8e7a-44fa-a0dd-e669e3f64fb6,113,2,1355.53,677.76,4.736198448394496,6.5202676041046255,3,-1.6997983495229545,-0.4433963374631449,New Customers
11117b3d-dc67-466b-81bf-e2667237570a,48,4,3045.5,761.38,3.8918202981106265,6.636445119047319,2,-0.7060951685335052,-0.6953974108253735,"Moderate Spend, Low Frequency"
112adea0-d445-44e5-8d43-772dba55502c,6,9,5065.58,562.84,1.9459101490553128,6.3347705233077605,0,1.2822044133263621,-1.459606442520557,Loyal High-Value Customers
