clientid,recency,frequency,monetaryvalue,avgtransactionvalue,recency_log,avg_transaction_log,cluster,PCA1,PCA2,cluster_label,future_revenue,predicted_clv
07d195e3-551b-45e5-9133-102cae63fee9,348,1,1190.65,1190.65,5.855071922202427,7.083094180348208,3,-2.3109125879754844,0.2541092992548663,New Customers,5826.033333333333,6113.209726861467
07dec270-416a-473a-9192-13fe5beba16c,105,5,3615.01,723.0,4.663439094112067,6.584791392385716,2,-0.6905952760626866,-0.0062719962080928,"Moderate Spend, Low Frequency",5826.033333333333,5610.354656363637
07e26869-01cc-4ea4-90b8-9767f7305b1f,447,2,274.66,137.33,6.104793232414985,4.929642134886724,3,-2.4032475324056697,0.4038982706296433,New Customers,5826.033333333333,5639.267070324672
08019425-3efb-4bbb-9bf7-726979ceea6e,48,11,7996.45,726.95,3.8918202981106265,6.590232364519335,4,1.5243723409425387,0.4083468771923731,Loyal High-Value Customers,5826.033333333333,5679.634480649347
082c429e-5659-4de8-8ba4-3de22ac8c73b,21,9,6717.360000000001,746.37,3.091042453358316,6.616560377096736,0,1.2002017805916467,-0.4593948626543991,Loyal High-Value Customers,5826.033333333333,5726.8318975757575
082c6f3f-b4c4-4676-9f2f-d5ee6b490633,116,5,2731.1000000000004,546.22,4.762173934797756,6.304850915348019,2,-0.9010663136180408,-0.0369773412507977,"Moderate Spend, Low Frequency",5826.033333333333,6030.6944547619
08600e34-2130-44d2-87e2-cb9f77366e2b,37,2,603.96,301.98,3.6375861597263857,5.713666796730178,2,-1.4560193809539936,-1.3080467839161851,"Moderate Spend, Low Frequency",5826.033333333333,6035.756176190474
086be25c-1b19-433b-80a1-c8fef6791ad5,33,4,2260.38,565.1,3.5263605246161616,6.338770741042614,2,-0.731049437517445,-1.0440010036254543,"Moderate Spend, Low Frequency",5826.033333333333,5885.986558571425
0873197d-edb3-41bd-9305-eb63003170ee,63,3,3138.13,1046.04,4.158883083359672,6.953722414534273,2,-0.961673743290444,-0.5725586219854026,"Moderate Spend, Low Frequency",5826.033333333333,5728.289805844152
0895adc5-9086-4465-82df-77ea01feedd7,92,10,7795.41,779.54,4.532599493153256,6.659985987841523,4,1.0769988986087278,0.762721314500981,Loyal High-Value Customers,5826.033333333333,5553.616771926404
08c1be59-a3e5-461c-b8ef-51787c2a37bf,57,7,6136.01,876.57,4.060443010546419,6.77715672423817,1,0.3815155094406139,0.0075797117431408,Loyal Customers,7540.971428571429,6945.399098593071
08c1fd53-7655-49af-8d72-bfdabf5433e5,62,11,7230.69,657.34,4.143134726391533,6.489721515198117,4,1.2827731033144771,0.4992964889356894,Loyal High-Value Customers,7540.971428571429,7201.033469523806
08f1d631-6ea5-4e56-bb29-a9c311a4aab0,5,6,2266.35,377.72,1.791759469228055,5.936797145765674,0,0.2471470124807638,-2.1191317467217745,Loyal High-Value Customers,7540.971428571429,4792.038035800866
09146ce9-d868-4188-a7af-27eeae485fbd,197,3,3327.86,1109.29,5.288267030694535,7.012376521444861,3,-1.3277998390933337,0.249892833880548,New Customers,7540.971428571429,6920.7536720762555
092a878c-e765-44b4-bcdd-7743cc7ef92e,229,12,8385.85,698.82,5.438079308923196,6.550823159119369,4,1.2272624848800615,1.6262378128835884,Loyal High-Value Customers,7540.971428571429,6929.513743311686
09557980-c2c4-498f-aeb4-0c15a66723d6,109,13,11580.91,890.84,4.700480365792417,6.793286744293583,4,2.3026098091549088,1.5443629785185315,Loyal High-Value Customers,7540.971428571429,6330.703981277055
0967f369-023c-456e-8178-6606c631414c,62,11,5935.13,539.56,4.143134726391533,6.292605639243919,1,1.0260154346481605,0.3516740246894659,Loyal Customers,7540.971428571429,6764.344932337661
0978ed64-392a-4107-86ab-559234909f67,257,3,3342.61,1114.2,5.552959584921617,7.01678904000626,3,-1.4194977982955497,0.4392638548752662,New Customers,6140.313333333333,5866.483290238101
0981a8d7-514e-42ad-b588-a249a8856152,41,5,5129.21,1025.84,3.737669618283368,6.934241404217964,2,-0.0595668389905158,-0.4901887124482358,"Moderate Spend, Low Frequency",6140.313333333333,5579.450270238103
0991c0bd-a665-4ffa-9450-6ccef0d1aef4,0,8,4124.82,515.6,0.0,6.24726888066174,0,1.6129097864802815,-3.023709898449067,Loyal High-Value Customers,6140.313333333333,5822.133942575765
09affffc-c663-4ac6-b78f-f1ba1419bbfd,703,1,159.6,159.6,6.556778356158042,5.078916801512661,3,-2.7660919281904675,0.6341980665833677,New Customers,6140.313333333333,5331.144997619052
09e8f606-76c2-482a-8468-499c258683af,34,8,4964.0,620.5,3.555348061489413,6.432135910950766,1,0.5082702800398411,-0.4070346999615864,Loyal Customers,6140.313333333333,5490.736785887447
09e99414-3f3f-43ca-96a7-05a689a1747c,55,10,6787.51,678.75,4.02535169073515,6.52172508351258,1,1.0585792465926986,0.2881928748116406,Loyal Customers,6140.313333333333,6075.319784047624
0a380850-4108-4809-bef5-74ae90d9b560,134,1,749.34,749.34,4.90527477843843,6.620526437139178,3,-2.058843230887249,-0.4696655556686891,New Customers,6140.313333333333,5666.108856493509
0a53200b-1579-441a-b151-54356c7c915b,4,15,9419.26,627.95,1.6094379124341005,6.444051762284881,0,3.3361161574747547,-0.7395934438352096,Loyal High-Value Customers,6140.313333333333,4317.766540346326
0a8b42fe-c37e-478b-aec0-3da31a8aba5c,8,1,381.28,381.28,2.19722457733622,5.9461533243979785,2,-1.16372425051521,-2.431850221029577,"Moderate Spend, Low Frequency",6140.313333333333,5840.738514285718
0ab8f5cb-dc97-489f-9382-770b14543b2e,129,5,4154.92,830.98,4.867534450455582,6.723808402070742,1,-0.6565535466206205,0.1999695819957905,Loyal Customers,6140.313333333333,5698.707603095242
0ad179a4-5ba8-4ac2-babb-a38f13ef5fd5,133,6,3095.18,515.86,4.897839799950911,6.247772044800624,1,-0.6989413908732227,0.1777937318314023,Loyal Customers,6140.313333333333,5993.35314476191
0ae1e47e-da3c-4033-8513-d532fe8811ab,4,10,6537.42,653.74,1.6094379124341005,6.484238210266224,0,1.87264617719576,-1.4533992562875762,Loyal High-Value Customers,6140.313333333333,4925.561969710284
0ae86323-6964-4563-b0cb-bbacd547e145,215,3,2184.18,728.06,5.375278407684165,6.591756033148576,3,-1.585561961299825,0.1812750519408551,New Customers,7669.968,6836.425124523805
0aef1c57-c1ef-415b-85fa-418cdb85b65c,68,10,9461.49,946.15,4.23410650459726,6.853457475574288,4,1.513891235813955,0.740904827335539,Loyal High-Value Customers,7669.968,6800.603305238092
0b031ec3-cef4-4170-a264-025b5f812dea,90,8,8195.0,1024.38,4.51085950651685,6.932818554575806,1,0.8070266889738354,0.6386630665991294,Loyal Customers,7669.968,6336.922104638694
0b0db683-765a-4c8b-8b4d-33acc2ad53b9,19,8,6611.48,826.44,2.995732273553991,6.718336597069548,0,1.0348214721865248,-0.6161296254239329,Loyal High-Value Customers,7669.968,6679.9626733333325
0b17e0fc-202d-497d-b32e-279c7d210bbc,238,8,4211.18,526.4,5.476463551931511,6.267959273919186,1,-0.3276777694421492,0.8694253788434396,Loyal Customers,7669.968,7152.677881969695
0b30287a-90dc-4bc9-84fd-9e0756d4e4e9,53,3,2273.02,757.67,3.9889840465642745,6.6315669002415705,2,-1.072388862458288,-0.7916068816963154,"Moderate Spend, Low Frequency",7669.968,6502.9047195454505
0b370a40-7cd7-4529-bebf-46f362042d3d,88,12,7470.32,622.53,4.48863636973214,6.435396879439724,4,1.385222989558252,0.8486791662058902,Loyal High-Value Customers,4097.2725,4498.994057748925
0b37ffe2-0bb1-40ec-ac8e-3bbf534106b1,168,5,2490.31,498.06,5.1298987149230735,6.212726329004173,3,-1.08023941436551,0.1963351207772002,New Customers,4097.2725,4724.959768809529
0b4d5b76-3d09-4f36-9887-a2dd3b77f7a8,100,4,1162.74,290.68,4.61512051684126,5.675657310930353,2,-1.337788008478207,-0.397044765321234,"Moderate Spend, Low Frequency",4097.2725,6737.971066904761
0b854276-d999-4eb3-9bb3-0ce79fd18b52,52,9,5128.61,569.85,3.970291913552122,6.347126478122337,1,0.5710285930313597,-0.0169595275738794,Loyal Customers,4097.2725,4863.8245125824205
0bd7c5c1-83e3-4bb2-9d1b-9060a12da71c,19,10,8357.62,835.76,2.995732273553991,6.72953729102092,0,1.7378119123648024,-0.2629919366052897,Loyal High-Value Customers,4097.2725,5173.876214935065
0bed0610-0612-4dec-85f0-805399706e03,319,4,2980.69,745.17,5.768320995793772,6.614953456280126,3,-1.389742786777445,0.627822086236436,New Customers,4097.2725,4862.789834415589
0c19d4ec-261f-4ac5-bb33-282f1c5ccbf6,9,2,768.8699999999999,384.43,2.302585092994046,5.954359594154741,2,-0.946106624959262,-2.2358894650947105,"Moderate Spend, Low Frequency",4097.2725,4468.829033571434
0c80982c-ba94-436b-b2e7-916fd23c678d,5,2,920.4,460.2,1.791759469228055,6.133831788394904,2,-0.7334682445248258,-2.580843751234237,"Moderate Spend, Low Frequency",4097.2725,4524.658949285717
0c8ae06f-8ca1-45b6-887e-a6e4dca43be8,137,3,3397.44,1132.48,4.927253685157205,7.033047825327869,3,-1.1849567850377802,0.0018308624837069,New Customers,6040.620000000001,5761.281563571427
0cbc5ad9-b66f-4f00-8a12-ba4ade28ad0b,38,13,12257.31,942.87,3.6635616461296463,6.849988444797945,4,2.8073338753612163,0.8861686155568931,Loyal High-Value Customers,6040.620000000001,6004.6941232251065
0cbe2aa4-9a9f-41d4-8807-f95687466c40,271,3,3677.15,1225.72,5.605802066295998,7.112099219810585,3,-1.37208763744338,0.5148529575701235,New Customers,6040.620000000001,6000.944890952379
0cdac57e-a998-4830-9a7c-758e7ff0c318,84,11,12544.07,1140.37,4.442651256490317,7.039984574245713,4,2.228723586290355,1.3171126806861138,Loyal High-Value Customers,6040.620000000001,5881.484189523809
0cf2b6de-994e-447e-a519-1ab529d672d2,213,10,11281.24,1128.12,5.365976015021851,7.02919384725252,4,1.46991848932058,1.7508512443259447,Loyal High-Value Customers,6040.620000000001,5485.787276125539
0cf4e152-2589-4664-ae0f-41b02a73efc3,66,9,7142.01,793.56,4.204692619390966,6.677788502319801,1,0.8862572253876018,0.3786678941725612,Loyal Customers,6040.620000000001,5954.923839545452
0d1fc803-c49d-4619-b82d-d959904f3462,40,13,11056.12,850.47,3.713572066704308,6.746964267538455,4,2.551401204736453,0.7847609250531445,Loyal High-Value Customers,6040.620000000001,6258.528697857142
0d2dafbf-e89f-4310-a96c-2324b4379a59,138,8,7413.52,926.69,4.934473933130692,6.832697625254356,1,0.5007189563854235,0.8499973384515572,Loyal Customers,6040.620000000001,6079.766123621378
0d3351b2-18e5-4e6d-8893-6c1f07e00cd8,25,7,3328.22,475.46,3.258096538021482,6.166383774135174,2,0.1118792751763626,-0.8812879751198145,"Moderate Spend, Low Frequency",6398.655000000001,6165.01301186814
0d452ac3-f31c-451a-9498-75ccc90d2e27,76,12,13159.56,1096.63,4.343805421853684,7.000908588959614,4,2.564505872183011,1.394241193289873,Loyal High-Value Customers,6398.655000000001,6277.029649480517
0d4c0d32-de63-4203-9eb9-988b8426710e,424,6,3746.52,624.42,6.052089168924417,6.438423424045506,3,-0.9824731224206652,1.0704750703589243,New Customers,6398.655000000001,6294.147222792217
0d76c222-cd89-4672-ae2e-01c50bf20164,272,4,3440.16,860.04,5.60947179518496,6.758140960956043,3,-1.241899021193837,0.5675382790498784,New Customers,6398.655000000001,6684.515225952396
0d9c8a3b-c3ee-437d-bfe1-26b3ddc89022,0,9,6096.34,677.37,0.0,6.519692861801772,0,2.1820988695680588,-2.72197827049343,Loyal High-Value Customers,6398.655000000001,5996.501756212129
0daa33a8-35b1-4bd8-8159-c6bd592e41da,90,12,7155.13,596.26,4.51085950651685,6.392352529473033,4,1.314813531195492,0.8285230321107543,Loyal High-Value Customers,6398.655000000001,6454.507081926417
0dad8ac5-299c-4c85-a3ec-cd1d3b7c1fcc,106,7,5717.4400000000005,816.78,4.672828834461906,6.706593351774314,1,0.0796490990424066,0.3941212765769309,Loyal Customers,6398.655000000001,6241.264910995682
0e0552b1-cdee-4b69-99a9-829ff9c3b120,18,9,8277.18,919.69,2.9444389791664403,6.825123388933632,0,1.5617384068616624,-0.385616092404765,Loyal High-Value Customers,6398.655000000001,6159.24015065602
0e09e5e9-03a9-4ae1-aea0-f55ffdf659be,110,5,4527.35,905.47,4.709530201312334,6.809557935328468,1,-0.5262616588949667,0.1303671550758833,Loyal Customers,6398.655000000001,6005.952745844166
0e0d9902-7165-4eb1-97d2-45716e022e53,68,6,1906.72,317.79,4.23410650459726,5.764532578795478,2,-0.6972051632219548,-0.4282705972124578,"Moderate Spend, Low Frequency",6398.655000000001,6158.571833095249
0e109fa9-273d-4b0e-9a90-92b04637866c,115,11,7530.25,684.57,4.7535901911063645,6.53025060903331,4,1.123917741572391,0.9662965154403216,Loyal High-Value Customers,6398.655000000001,6267.12478965369
0e399803-a23f-4a07-acd8-33f59d359162,312,2,2318.19,1159.1,5.746203190540153,7.056261487281361,3,-1.8700678729440543,0.3824761849459683,New Customers,4296.613333333334,5031.847855541128
