Username,location,date,content,Rating
Geebz,US,"Nov 27, 2024","Customer service when I calledThis review is solely for customer service (ref#18595305) I experienced when calling about someone else’s order that was accidentally shipped to me along with my own. The agent apologized and promptly emailed a return label, politely asking if I would drop the box off at the post office. For the inconvenience and to thank me for informing them of the mix up, he offered me a free pair of basic KITS prescription glasses from their site. Will see how that turns out… The customer service was good - he was courteous and did what he could to deal with the problem.Date of experience: November 25, 2024",5
Crystal Coulter,US,"Nov 10, 2024","no hassle replacementMy glasses arrived and need adjustments. They're sending me a new pair while I'm sending these back, no waiting !I'm beyond pleased at how helpful Robert was, he even helped me trouble shoot which lens was off and get expedited shipping. I'm hopefully the replacement pair arrives with no hitch, and I don't think this hiccup on the first pair would ever deter me from their service because so far it is still a stellar customer experience. Robert was thorough, patient and helpful as well as kind. I hope he gets the recognition he deservesDate of experience: November 09, 2024",5
Rae StJacques,US,"Nov 24, 2024","I wanted to become a customer thinking…I wanted to become a customer thinking I was getting a discount then to only be paying the same amount as other sites even after trying to do auto ship at the checkout and 15.79 in fees Date of experience: November 24, 2024",4
Duane Lee,US,"Dec 11, 2024","SastisfiedI have used Opti Contacts before and was assisted this time with James (18662991) which help me with my prescription download.  I thank him for his patients and getting it done.Date of experience: December 10, 2024",5
Deanna Davis,US,"Nov 4, 2024","never got my products even though site…never got my products even though site says they delivered.  So they re-send them - but did not expedite, so i must wait another week or more, hoping they arrive.Date of experience: November 04, 2024",1
Maryanne Ganim,US,"Dec 5, 2024","I called rather than using the on line…I called rather than using the on line ordering.  Francis was my customer rep.  I personally don't wear contact but have ordered for my husband a few months ago.  Today I wanted to order a years worth for my grandson for his Christmas present.  Francis made the ordering very easy and in a few minutes we were finished and he provided me with a great price.  Thank you Francis!Date of experience: December 04, 2024",5
Yasmeen Shaban,US,"Dec 19, 2024","I had a great interaction with EmmaI had a great interaction with Emma. Reference 18683902. She was patient and understanding. Very helpful in getting my contacts reordered when the package was lostDate of experience: December 18, 2024",5
Joseph,US,"Nov 14, 2024","James helped me resolve a minor problem…James helped me resolve a minor problem on the phone. Website didn't allow it. Official prescription was sent separately. This is my first contact with this online lens provider. Likely we will be longterm customers. Coupons and discounts seem available all the timeDate of experience: November 14, 2024",5
Amy,US,"Nov 18, 2024","I see clearly now!I am a First Timer with Opti Contacts and in my excitement, I ordered two extra boxes. I contacted your Support Team and Francis was outstanding in assisting me! He not only took care of my mistake and made sure that my order was correct, but also provided me peace and mind in understanding that i would be re-imbursed for the additional cost that was charged.  His clarity and professionalism was exemplified in helping me with my issue.  I was also amazed as I received my order in three days.  Outstanding Opti Contacts!Date of experience: November 12, 2024",5
SCOTT MCLEAN,US,"Nov 21, 2024","I have been ordering on and off from…I have been ordering on and off from Opticcontacts.... 4 months ago I ordered 2 boxes of 90 contacts. Then all of a sudden on 11/14/2024 a box with 360 contacts just showed up at my door that I did not order. They just charged my credit card and shipped them to me. They said I was on auto ship. I never signed up for auto ship. I did not like my experience at all. I will never do business with them again..Date of experience: November 14, 2024",1
James,US,"Dec 12, 2024","Actual people to help fix an issueThere were some delivery problems, but I was pleased that when I called them, someone picked up and genuinely showed an interest to fix the problem and eventually did fix the problem.Date of experience: December 11, 2024",5
Gloria,US,"Nov 18, 2024","MY EXPERIENCE WAS MADE GREAT BECAUSE OF FRANCIS F…MY EXPERIENCE WAS MADE GREAT BECAUSE OF THE INDIVIDUAL REPRESENTATIVE THAT i WORKED WITH NAMELY FRANCIS CASE 18592131. EXTREMELY CUSTOMER FRIENDLY , HE GOES OUT OF HIS WAY TO ASSIST ME , VERY KNOWLEDGABLE , RETURNS MY CALL , AND JUST OVERALL AN ASSET TO YOUR COMPANY. IF OTHER COMPANIES WOULD HAVE A FRANCES THINGS WOULD RUN VERY SMOOTHLY. HE IS DEFINITELY A KEEPER   Date of experience: November 18, 2024",5
Edward Savka,US,"Nov 22, 2024","Very helpfulVery helpful, I accidentally ordered bifocal lenses which were not needed and didn’t fill in the right prescription. The company called to correct the order and made everything right. I will be ordering from opticontacts for now on!Date of experience: November 22, 2024",5
Jamie Clay,US,"Oct 21, 2024","Excellent customer serviceDennis went above and beyond to assist me in ordering my contacts today.  I had my contacts on autoship and needed them a month earlier than scheduled.  I am moving next week and needed them shipped to my current address as soon as possible. Also, I was using two cards to make payment.  Dennis excelled in helping me to receive my new contacts before my move.Date of experience: October 21, 2024",5
Diane,US,"Nov 19, 2024","I am a first time user of opticontacts…I am a first time user of opticontacts and not only were they the best price but when I was having trouble ordering online Alexandra was very patient with me and stayed on the phone the whole time.  She even helped me with what i need to do to submit the information to my insurance company for reimbursement. Thank you for your help!Date of experience: November 18, 2024",5
Selene,US,"Nov 15, 2024","Awesome Company A+++I'm very happy with my experience with OptiContacts.Com. The product is great, the customer service is excellent, and my order arrived on time.  I would definitely recommend OptiContacts.com to anyone looking for contact lenses.My first order was incorrect because I entered my prescription wrong. The company quickly corrected my mistake and sent me the correct lenses at no additional cost. I was very impressed with their customer service and willingness to make things right even though it was my fault!  THANK YOU! Date of experience: November 14, 2024",5
Barbieisadoll,US,"Sep 23, 2024","I have ordered for my daughter on…I have ordered for my daughter on september 5th and it said i would recive them in 3 to5 business days. On september 11th i received an email saying i would receive them in 3 to 7 business days. Still have not received. And i called this morning and had to leave a voicemail for call back...no customer service available. What if i jacked them around on payment?? Im giving them till 10 cst before i take further actionDate of experience: September 05, 2024",1
Steve,US,"Nov 2, 2024","Justin was Absolutely Excellent all the…Justin was Absolutely Excellent all the way around! WOW what great Customer Service!Sensational Experience from beginning to End. What a breath of fresh air dealing with Justin!Can’t wait to order my contacts again in a year from Justin at Opti Contacts!Thank you very muchDate of experience: November 01, 2024",5
Iyonna Hibbler,US,"Oct 28, 2024","Exceptional customer service!!The ordering process was easy and shipping was fast. I did run into a problem (totally my fault!). I put in my prescription incorrectly (+ instead of -), but when I called to see what I needed to do to get the right lens, Justin handled everything swiftly. I was expecting to pay something to get a new set, but no, a new order was placed and expedited FOR FREE! I literally almost cried!! Date of experience: October 28, 2024",5
KATHLEEN,US,"Dec 12, 2024","Tommy is an asset to your companyTommy is an asset to your company!  He was extremely helpful and one of the reasons why I use your company. Excellent customer service.!Date of experience: December 12, 2024",5
Amy,US,"Dec 13, 2024","Contacts orderContacts very delayed, perhaps lost in mail. New box being expedited today! Great customer service Date of experience: December 12, 2024",5
Scjohn99,US,"Nov 8, 2024","Impressed with Customer ServiceDid not expect such a smooth a call. The representative obviously realized I was truthful and sincere and he was quick to exchange an unopened box and replace an opened box of contact lenses. Thank you. This goes a long way to create a loyalty. Date of experience: November 08, 2024",5
Paula Lavidor,US,"Oct 24, 2024","Correcting my mistakeI placed my original order, but had chosen the wrong product - fortunately, before any charges were processed the company emailed me to notify me.  I called and spoke with a VERY PATIENT gentleman named Francis, who explained my options and offered me the same on-line discount for my corrected order.  And my order shipped the same day!  Thank you!Date of experience: October 23, 2024",5
ROSANNA VAZQUEZ,US,"Nov 8, 2024","Exceptional serviceExceptional service! Connected with Tony B. via chat as my doctor provided a contact lens script with the incorrect base curve. I only realized this error after using a few lens and being unable to see. Thankfully, I had a sample lens I could compare to the script and what I ordered. I thought I would have to eat the cost but Tony worked it out that I could get a replacement with the correct strength at no cost. I wasn't expecting this, as I reached out to customer service to return the remainder of the contacts since I couldn't use it. But instead Tony got my replacement submitted and recommended donating the rest of the contacts to my doctor to be used as trials for other patients. I am so very pleased with my experience and this company. Thanks again!Date of experience: November 08, 2024",5
Tim Weisgerber,US,"Oct 30, 2024","Great ExperienceFirstly, What a great deal! I ordered a years worth of contacts for a fraction of the price that ******** Eye Care could get them for. Secondly, I accidentally ordered the wrong prescription. I reached out to OptiContacts and asked if there was anything we could do, and their first reply was the shipping label to exchange my mistake. I responded and asked a few questions - their customer service team responded immediately with a warm and human tone. In a world of bots and automated customer service, it was a real pleasure getting to work with this company. I know where I'm ordering my contacts from here on out!   Date of experience: October 27, 2024",5
Caroline Gonçalves,US,"Nov 22, 2024","I received everything in perfect…I received everything in perfect condition, and I couldn’t be more pleased! It has been a long time since I’ve been trying to find this specific brand of contact lenses, which is the only one that adapts perfectly to my eyes. Every time I attempted to order my lenses elsewhere, I was informed that they were unavailable because the manufacturer no longer produced lenses with my prescription strength.Your team went above and beyond by reaching out to the manufacturer to arrange a special order for me. I truly appreciate the effort and care you took to make this possible. Your exceptional customer service has made all the difference, and I am incredibly grateful.Without a doubt, I will continue to purchase my contact lenses from you in the future. Thank you again for your outstanding service!Date of experience: November 14, 2024",5
ANTHONY ALBERT,US,"Nov 22, 2024","REF 18601561 REF 18601561 Diana did a MARVOLOUS job helping me navigate my way through the online purchase process. She was very polite and helpful and made it simple!!!Thank you!!Date of experience: November 21, 2024",5
Dooby Doo,US,"Nov 30, 2024","Excellemt Customer Service: Stolen Package Issue (RESOLVED)The representative (Gabriela) who helped me understood my situation quickly and helped me resolve it. My package was stolen and she helped me place a replacement order and refunded my order that was stolen as well (excluding shipping). Good prices and excellent customer service! Would recommend getting contacts here!Date of experience: November 30, 2024",5
Yolanda,US,"Oct 1, 2024","James was incredibly friendly and…James was incredibly friendly and thoughtful. He recognized the urgency of getting my order processed and was able to offer a couple options and expedited it.  He not onlt provided me with excellent customer service, he went on and beyond.  I'm really grateful James took my call. Wish there were many people more like him.Looking forward to getting my contacts this week.Thank you James!Date of experience: September 30, 2024",5
A KK,US,"Nov 22, 2024","Customer Respresentative JamesThe Customer Representative, James, was quick to resolve my issue. My doctor had sent me an old contact prescription, so I wanted to exchange them. James was very quick in processing the exchangeDate of experience: November 21, 2024",5
Reynaldo,US,"Oct 25, 2024","100 PERCENT EXCELENT I didn't recieve my contact lenses, So I call to verify if they were delivered. A gentleman named robert confirmed that they had been delivered. I explained to him that it might have been a postal mistake since I had the key to the box but no package. Without hesitation he offered to send  me a new order and figure out what happened with the previous order. We got Disconnect to during the phone call and he immediately called me back. He then proceeded with the order and sent me the confirmation number. He was quick and kind and extremely helpful and understanding. I've never had any issues with my orders but my first experience having to call was excellent. Definitely going to continue using this company for my co tact lense needs!! Thank you Robert!!Date of experience: October 25, 2024",5
Arlene Lane,US,"Nov 26, 2024","reference number 18612175 reference number 18612175 Hello,I feel compelled to leave positive feedback in reference to Mike’s excellent customer service today. He was an exceptional representative for your company and I was very satisfied with the professional service he provided. It was a pleasure speaking with him and having him respond to my questions and needs in an efficient, caring, and complete manner. My interaction with Mike far surpassed my expectations and I was extremely satisfied with his customer service, meeting my needs, and his assistance in placing my order. I hope in the future OptiContacts can offer me the same standard of service as Mike was able to provide today.Thank you to Mike and OptiContacts. ArleneDate of experience: November 25, 2024",5
Mary Avalon,US,"Nov 18, 2024","Best customer service!This is my first time ordering from Opticontacts and I times my order to arrive a week before I was leaving for military training. In an incredible display of operator error, I did not put the numbers in front of my address and my mail carrier decided to arbitrarily choose a random house to drop my contacts at. I called and Justin never made me feel stupid he just shipped a new set and told me if I got the original to please return the replacements. I did get the original order and the best customer service experience ever. I'm going to stay a loyal customer because of Justin!Date of experience: October 28, 2024",5
Marie Palmer,US,"Oct 18, 2024","I was accidentally sent two boxes of…I was accidentally sent two boxes of the same rx for my contacts when I have a different rx for each eye. I contacted customer service and they got back to me within an hour. They sent me a shipping label to return one box and already had a new box with the correct rx ready to ship the next business day. Excellent customer service!! Date of experience: October 16, 2024",5
Jeff Jones,US,"Oct 26, 2024","My error was correctedI made an error when placing my order online and Chad was able to quickly correct it and get the right contact lens ordered for me.  He exceeded my expectation by including an offer that was on the website.  I'm totally satisfied with Chad and OptiContacts!Date of experience: October 25, 2024",5
Anthony,US,"Nov 29, 2024","Great customer service!I had to call to insure that my order had the proper prescription.  I spoke to Diana and She was the exemplar of professionalism and helpfulness.  She listened well, and had a pleasant, professional phone demeanor that made the call a successful breeze.  Date of experience: November 28, 2024",5
Kylie Wise,US,"Dec 19, 2024","Incredibly helpful and attentiveIncredibly helpful and attentive, solved my issue in a matter of minutes! Thank you! Date of experience: December 19, 2024",5
Claude,US,"Oct 12, 2024","Super pleasedSuper pleased. I have had contact with a number of customer service representatives in the last week. All patient, kind and thorough. Mark, Paul and Emma are the names I recall. I believe there was one other, but I neglected to write down her name. I ordered a year supply of contact lens. If the rest of the process goes as well, I will be a returning customer.Date of experience: October 12, 2024",5
April Nichols,US,"Nov 8, 2024","I never received my orderI never received my order.  I contacted customer service and they was quick to start a trace on my package.  Instead of me having to wait to find my package, they went ahead and processed another order, so I wouldn't be without contacts. Date of experience: November 07, 2024",5
Patti,US,"Oct 16, 2024","A pleasant experience!I recently had only my left eye prescription change. I told Justin that I had an unopened box of the old prescription and he said I could return it and promptly sent me an email with the shipping label. He set up a replacement order and updated the Rx on the auto-ship. I was unable to access my personl email from work and he was able to update my email address and re-send the request for my new prescription and the shipping label immediately. Date of experience: October 15, 2024",5
Jess B.,US,"Oct 2, 2024","James is a wonderful wonderful asset to…James is a wonderful wonderful asset to this company. He was so helpful and knowledgeable, I must say I’m quite impressed with his personable demeanor AND professionalism. Excellent customer service. If I could give him 20 stars I would. He’s such a great representative of opticontacts that they get 20 stars too for being smart and hiring James :D. Ive only had great experiences with opticontacts and if theres ever an issue, I know now that I can simply call and they will instantly take care of it. This was the only issue I’ve had and it wasn’t even their fault. Love the company even more after James helped me!  Date of experience: October 01, 2024",5
Alyse Trinch,US,"Sep 18, 2024","Above and BeyondChris did a fantastic job helping me today. He was polite, spoke English, and listened to the reason for my call. He took care of my concern and went above and beyond by upgrading my shipping. Thank you, Chris! If this is representative of OptiContacts’ customer service, then the processing fee is worth it!Date of experience: September 18, 2024",5
bonnie novak,US,"Dec 4, 2024","Great customer serviceGreat customer service! I was able to get assistance with placing my order without any difficulty which is very rare.  Date of experience: December 04, 2024",5
Janice Varvell,US,"Oct 4, 2024","Justin was amazing!Justin was amazing!! I only have one left contact so ordered more and then panicked as what if the left contact breaks!!! I have glasses but hate to wear them.Justin was professional and took the time to research and expedite my order as I really need a supply of left contacts.Thanks Justin and Opticontacts as excellent customer service is hard to find these day and you exceeded my expectations!!Great job!!Date of experience: October 04, 2024",5
Ericka Goodlin,US,"Oct 6, 2024","EXCEPTIONAL SERVICE Exceptional service.  Chad was extremely patient while I searched for my current prescription and other important information to complete my order.  He also honored the price I found, which was cheaper than what I found on the website.I’m very pleased, that’s for sure.Date of experience: October 05, 2024",5
William Williamson,US,"Nov 7, 2024","She was very helpfulShe was very helpful! She went ahead and reordered my contacts and glasses no charge and expedited the shipment as I should have had the original orders by now! Very courteous and respectful! Date of experience: November 07, 2024",5
Kim France,US,"Oct 23, 2024","Exceptional Customer ServiceI ordered contacts right before going away on a trip. There was plenty of time for them to arrive. However, the type of contacts I ordered were not in stock. Justin from Customer Service went out of his way to contact the manufacturer and have my contacts drop shipped directly from them with overnight shipping so that I would receive them in time to go on my trip. You don’t get that type of Customer Service very often! Date of experience: October 22, 2024",5
Laura Di Donato,US,"Nov 19, 2024","My order got lostMy order got lost, so I called OptiContacts and spoke with James. He was extremely helpful, courteous and knowledgeable. He was able to get a new order out to me and I am expecting it any day now.LDate of experience: November 19, 2024",5
Andrea Schaefer,US,"Oct 12, 2024","I had several issues with my contact…I had several issues with my contact order and was getting frustrated, although not necessarily Opti Contacts fault.  I worked with an AMAZING customer service rep, James, and he did what reps SHOULD DO...FIX THE PROBLEM, MAKE ME HAPPY!Folks this is a rare guy, wish all reps were this good and caring to fix the issues.  I have to say, I was frustrated after a very long day, but he talked me down, did his thing,  and I thanked him over and over again.  HE NEEDS A HUGE RAISE!Date of experience: October 09, 2024",5
Zach,US,"Oct 19, 2024","Robert was tremendously helpfulRobert was tremendously helpful. Super kind, accommodating and easy to work with. I think I like this company and I’m fairly certain their contacts are real and not replicas, but can’t be sure. Date of experience: October 17, 2024",5
Sidney,US,"Sep 22, 2024","5 stars service!I've accidentally ordered wrong contact lenses (from negative to positive lenses). I called in and Francis took care of the error free of charge. Francis is extremely helpful and I can't believe I had a blond moment when placing my order.  Thank you so much for fixing my error.Date of experience: September 21, 2024",5
OpticLens,US,"Oct 15, 2024","Robert listened fully and knew what to…Robert listened fully and knew what to do without hesitation. I feel very relieved by his exceptional service. Option contacts provides economic pricing and great service. Kudos to Robert!Date of experience: October 15, 2024",5
Reg,US,"Oct 24, 2024","Manufacturer Delay RightedThere was a problem with the manufacturer on one of my lenses and customer service went beyond to make right the delay. We switched brands and they gave me a free pair of glasses, everything priority shipped. Very helpful and very kind service. Yaaay! Date of experience: October 24, 2024",5
Customer,US,"Dec 6, 2024","Very Helpful Customer Service RepresentativeEmma was extremely helpful in placing my contacts order.  She gave me a terrific price.Date of experience: December 06, 2024",5
Happy Customer,US,"Dec 10, 2024","Excellent Customer Service!Francis was my Customer Service Representative and he was a pleasure to work with and provided excellent service!  Thank you so much!  Date of experience: December 09, 2024",5
dcstraz,US,"Nov 6, 2024","Frances was super helpfulFrances was fast, helpful, and quickly understood the issue whereby I made a mistake in a large order. He had it corrected immediately and made it seamless for me. Great customer service.Date of experience: November 06, 2024",5
Jeneil Magloire,US,"Oct 26, 2024","Great Customer Service!""I recently ordered contacts from Opticontacts.com, but when they arrived, I couldn’t see clearly with them. After contacting customer service, a representative named Francis assisted me. He was incredibly helpful and patient as he worked through the issue. When a second order arrived with the same problem, Francis was there again, offering the same high level of support and understanding.After carefully going over the details, he identified that the issue was actually due to an error in my prescription, not the company. Francis made sure everything was resolved, and he arranged for the correct lenses to be sent promptly. His commitment to helping me find a solution and ensuring I was satisfied showed impeccable service! Highly recommend Opticontacts.com, and a big thanks to Francis for his excellent customer care.""Date of experience: October 25, 2024",5
Esther Sayles,US,"Sep 23, 2024","Great prices and even better customer serviceThis site had one of the lowest prices online for my contacts.  They shipped quickly, my prescription was correct, and customer service even helped me solve an error that was completely my fault.  I can't recommend them enough!Date of experience: August 20, 2024",5
Rory Markham,US,"Sep 20, 2024","Clark helped me with an error made with…Clark helped me with an error made with an auto shipment for order 18426729. Clark was very calm and collected in assuring me that all would be handled and I look forward to using OptiContacts for all my future contact purchases. They have a great customer service department.Date of experience: September 20, 2024",5
Clare O'Connell,US,"Sep 20, 2024","Great customer serviceChris helped me place an order for a 3 month supply of contacts.  He was patient, courteous and informative about available discounts.  I wish all representatives I deal with at different companies were as professional as Chris. He is a great asset to OptiContacts and I hope I get to deal with him in the future! Date of experience: September 20, 2024",5
Babz,US,"Nov 7, 2024","The person I spoke to quickly helped me…The person I spoke to quickly helped me submit my order. He accommodated an issue I had with payment and helped me get as much discount as possible. Great service!Date of experience: November 07, 2024",5
Durwood Kirby,US,"Dec 20, 2024","James made it rightInitially had a discount rejected when ordering online. Called the customer service number and James remedied the situation. Most profession and polite, an excellent representative for the company.Date of experience: December 19, 2024",5
Jim,PR,"Nov 10, 2024","Great Customer Service I inadvertently ordered incorrect lenses for my wife. They worked with me to correct the order, quickly. This is the type of customer service we all hope for.Date of experience: November 08, 2024",5
Stu,US,"Oct 17, 2024","It took a whileIt took a while, but a lot is on me because I had to figure out which glasses I could get the way I wanted.Two of their agents were exceptional.   I don't have the first gentleman's name, sorry, but Emma was outstanding and PLEASANT.Their search engine needs some tweaking to help with specific requests.   One of the prices I received, even with the discount, was a bit…Ill put that on me.    They are easy to work with too.Date of experience: October 16, 2024",5
Katherine Holt,US,"Sep 19, 2024","Stolen PackageMy package was stolen and James was so helpful in sending new contacts at no charge. They arrived within 2 days right at my doorstep. Thank you for being so understanding and helpful!Date of experience: September 17, 2024",5
