Username,location,date,content,Rating
Luis Lascano,EC,"Nov 21, 2024","Fraud! Scam!I had a very unpleasant and fraudulent experience with Gratiae - Hermetise Cosmetics at their kiosk in Dolphin Mall, Miami. Initially, I was approached with samples, but the situation quickly escalated into a high-pressure sales tactic involving rude and manipulative behavior from their staff. They applied products without my consent and insisted on selling items at varying prices with damaged packaging.The worst part was when my card was taken from my hands without permission, and they processed a $53.50 transaction without properly informing me or showing a return policy. Soon after, I experienced an allergic reaction to the sample applied on my wrist, leading me to return the product within 30 minutes. However, the staff were dismissive, rude, and refused a refund, instead insisting on an exchange despite my clear discomfort and dissatisfaction.I left the product at the kiosk, but this entire ordeal was distressing and unethical. Upon researching, I found numerous complaints and allegations against this company online, which align closely with my experience. Avoid this company at all costs—deceptive practices like this should not be tolerated.They claim no responsibility for the franchise's policy or behavior; totally wrong; if they rent their brand they should be responsible if they rented their brand to criminals.Date of experience: October 25, 2024",1
Melissa G.,CA,"Jul 26, 2024","They are a total scamThey are a total scam! The under eye skin tightening product demoed on me in store was not what I received - the tube was empty. The diamond collagen peeling mask is completely fake. The sales person used high pressure tactics to close the sale.I am also convinced the 5 star reviews here are also fake.Caveat emptor! Buyer bewareDate of experience: December 26, 2023",1
Lydia Santos,US,"Nov 1, 2024","I bought the product for my eye bags…I bought the product for my eye bags and lines and is incredible the difference it makes and in seconds like you don't have to wait long time results are automatically done. Date of experience: October 28, 2024",5
MCS,NL,"Nov 11, 2023","Great product - sales people too pushy -  diamond collagen peeling mask-great product-expensive -extremely pushy sales people (might not go back because they tried to add another product on my card without asking me first) - tip: be more elusive, then you’re more exclusive 😗-expensive - but you see the result straight away, it’s almost frightening  - (professional diamond collagen peeling mask) can’t vouch for other productsDate of experience: November 10, 2023",4
Gisel Munoz,US,"Aug 23, 2024","This is been very distressing i read…This is been very distressing i read online so many reviews that the products sold were a scam and i want to cancel those appointments I dont want to have to go back there again. I wish i listened to my mom who was with me and told me not to purchase those products but yall as sales people were so pushy and being persuasive. Can i please just have the appointments canceled and have a refund or an alternative option as a solution because it was $3,000 dollars i was wanting to save for my college classes and this situation has honestly been traumatazing because of finding out online the reviews and everything i read.the products smell was also bad and the creams were drying my skin. Date of experience: August 23, 2024",1
Sam,CA,"Sep 17, 2024","The feeling when you left the store…The feeling when you left the store that something is wrong, HYPNOTIZING to get this expensive product. And no effect at all. I could say RObbers now are inside the Mall.Date of experience: September 17, 2024",1
Barbara Moreau,US,"Dec 18, 2023","Went to this store in the Hanes MallWent to this store in the Hanes Mall, Winston Salem. I have rosacea and really wanted to avoid putting anything on my face. Salesman told me rosacea is a bacterial infection and can be cured and they can do it. He put some product on my face to fill the wrinkles and I looked 10 years younger, however, it turned into a caked mess and I had a reaction. Did some research and rosacea is NOT a bacterial infection. Diet can help it but scientist do not know the root cause.Date of experience: December 16, 2023",2
Sally B,US,"Mar 29, 2024","While on vacationWhile on vacation, I purchased some products and then forgot how to use them. I called Hermetise customer service, and Adar assisted me over the phone. She explained everything step by step, and now I can finally use these amazing products properly. Thank you Adar for your amazing customer service. Date of experience: March 15, 2024",5
Daniella Camacho,US,"Nov 9, 2021","Felt just about robbed after I left the…Felt just about robbed after I left the store today; after repeatedly turning them down they were very persistent, of course very nice, but despite telling them I had previous engagements I had committed to and needed to leave they did not let up. Like many here, drawn in by a simple sample and left with much less money than I walked in with. I only hope these products work but next time (there won’t be-trust me!) I would not like to feel forced and uncomfortable. They continually ask invasive Qs (i.e. what’s your work schedule?) and if given vague answers, they ask again, more specifically… for an unconfrontational/unassertive individual like myself this is certainly the perfect trap.Date of experience: November 09, 2021",1
DR ROSS,US,"Dec 10, 2022",""" BAD ETHICS  SKIN CARE ""Refunding everyone you have scammed out…Refunding everyone you have scammed out of money then going out of business woud be a start.You can start with me. I learned after my horrible experience with your forceful badgering sneaky sales techniques and inability to understand the phrase ""NO THANK YOU  ""  that YOUR COMPANY IS LIKE A TRAVELING CONFIDENCE ARTIST. YOU MOVE FROM ONE CITY AND MALL TO THE NEXT.SHAME ON YOU.Date of experience: August 25, 2022",1
Allie,US,"Jul 8, 2022","while vacationing in downtown Fort…while vacationing in downtown Fort Lauderdale I met CAROLINE who convince me to try the product.the collagen is absolutely amazing as are all the products so far so good. the seaweed so refreshing I can see the tighting of my pores in one use. The moisturizer so rich too. I didn't get the eye serum wish I had ,after seeing how well the other products are performing .Date of experience: July 08, 2022",4
Susan McAlister,CA,"Sep 20, 2022","Was talked into trying the productWas talked into trying the product. She started by telling me I had beautiful skin. I was wearing a mask and my skin wasn't visible. First indication I was going to be scammed. She told me that the collagen was absorbing into the skin around my eyes. Ha! Search collagen and dermatologist on youtube. Collagen molecules are too large to be absorbed. They simply sit on the surface of the skin. I was able to exit without purchasing when I told her I would never spend that kind of money on a product I had not researched on the internet. Stay away from this company.Date of experience: September 18, 2022",1
Katherine Katie Boyer,US,"Nov 17, 2021","Gypsy level sales tacticsLike many others here, I walked out of Hermetise feeling hassled and harangued.  ""Have a free sample,"" turned into ""Let me sell you $500 worth of products you weren't looking for"" and ""You really need to buy this $5000 light.""  Persistent, aggressive salespeople who ooze with false flattery while also tossing out criticisms like, ""Why don't you exolfiate your skin,"" and ""Why do you wear makeup?""  One feels manipulated and gaslit walking out of the store.  Somehow the sales force knows to target the folks that were taught good manners by mama.  I let the salesman know I was pressed for time and was ignored.  I was offered a ""discount"" price for the products but was rung up for the original quoted price.  I left feeling scammed and angry.Date of experience: November 17, 2021",1
Siobhan,US,"May 26, 2023Verified","Products in store are not the same as what you buyPurchased the eye serum after an instore demonstration at Charleston Place in Charleston SC.I used the product at home, along with two other people who also had the demo, and this is NOT THE SAME PRODUCT that was used in the store.  I contacted that store ""owner"" and nicely asked for a refund due to a fraudulent product.  I have now read many reviews about this product and apparently this is a very common experience!  I was not sold what I had agreed to buy and would like a full refund based on misrepresentation.  Also, be aware, the store also likes to try and sell you $8,000 lasers.  Total Bait and Switch.  Terrible experience.Date of experience: May 11, 2023",1
Julie K.,US,"Mar 29, 2024","***THESE PEOPLE PRAY ON TOURISTS!***…***THESE PEOPLE PRAY ON TOURISTS!*** Went to a shop in Nassau and they separated me from my mother. Told me “shes getting treatment, come back in ten mins”. They told me this 3 times before I started getting so worried about her that even despite the dirty looks the workers were giving me, I walked into the back to find her. They had her in a room and RIGHT THEN she just happened to be done. Turns out, she wanted to purchase ONE item and they had taken her credit and were using that time to charge her card over and over again, totaling over $6,300. DO NOT let them separate you from your group or take your card from you. Date of experience: March 28, 2024",1
Ashley Schmitz,US,"Dec 10, 2023","Hermetise the COMPANY is legit trash, as are the retailersAs others have already stated, ridiculously pushy business practices. However my biggest issue is Hermetise and all of their BS about these stores being independently owned and operated so they’re not at fault? It’s CLEAR this is the model they teach their reps to sell their products otherwise they wouldn’t all be doing the exact same thing. Regardless of how bad or good a product is I would NEVER support such a corrupt soulless company. Experienced the same thing at my mall, sales lady handed me a free sample, led me into the store to try more things. Was very insistent I need to buy this, kept cutting the cost, asked if I could keep a “secret” and offered a super low price (the exact price it sells on Amazon for, lol). I just kept saying I’m not buying anything today and didn’t. She was younger than me and a woman so I can see how a male would be ever more aggressive and intimidating. This company is trash and needs to be put out of business. Date of experience: December 09, 2023",1
Tami B,US,"Feb 15, 2023","I didn't appreciate being summoned in…I didn't appreciate being summoned in from the far side of the mall. Then being pressured horribly to spend $150 on eye cream, which I refused! For crying out loud, I was in jeans and a t-shirt carrying a Victorias Secret bag, do I look like I can afford that! Olympia, Washington.Date of experience: February 14, 2023",2
Jane,CA,"Oct 7, 2023","As expected, no goodAs others have said, they were hovering outside the front door, handing out soaps, and offered a demo of their eye cream. The demo took a seemingly very long time so she could spew marketing hype about the product. Then I was offered a 10 mil bottle for $300 but because they’re having a sale I could have it for $250. There’s no way I am buying something that expensive without researching it first. My first thoughts were, do we even know if topical collagen is effective? apparently not! Next concern was that, like most products would it only worked when you were using it? Sure enough 10 minutes later the effects were gone and I looked worse. + I highly doubt there anre any purported long-term benefits. Thanks, everyone.Date of experience: October 05, 2023",1
Tammy,US,"May 2, 2024","I love the Hermetise Diamond product line!Over a month ago, I used the professional diamond collagen peeling mask for the first time. After one use, it left my skin subtle and extra smooth to the touch. I’m really impressed with this product line and am eager to try the additional options on my aging skin.I also currently use the professional diamond collagen moisturizer which I absolutely love. With daily use, it leaves my 55+ skin nourished and completely smooth. This moisturizer has also improved the quality of my skin, irritated spots and red areas are now gone. I’m very happy with these products. Both products have a subtle fresh smell that does not irritate my skin in any way.Until a month ago, I never heard of Hermetise  products but obviously the boutique in Cocoa Beach, Florida recommended their entire product line and I’m so glad they did.Date of experience: April 10, 2024",5
Customer,CA,"Mar 10, 2023","The culprit is Avologi Eneo.I wrote a review 7 days ago. ( I now walk on the opposite side of the mall). After a response from Hermatise I now realize that the mall store, Avologi Eneo, is a separate entity from Hermatise, and they purchase and sell Hematise products. I complained about the heavy handed, manipulative tactics they use to push their products. Hermatise is the big one they use, and although I apologize to Hermatise for my confusion, I do urge that Hermatise better vet the sellers of their very high end productDate of experience: March 03, 2023",3
Barbara,DE,"Oct 2, 2022","The best cream I ever boughtThe best cream I ever bought!  I started using the pro eye set around 4 months ago and my skin has never looked so good. I'm 45 and used so many brands over the years which always made my skin worse, and after getting a recommendation from a friend about this amazing skin care in Hamburg Airport - I went to try for myself and I am so glad I did! Super recommended!Date of experience: September 28, 2022",5
Rachel Cohen,US,"Updated Jan 24, 2024","Amazing product!!!!I have been a esthetician for 20 + years and try many products some work and some not I found that all the product's from Yubari king melon by Hermetice are absolutely amazing and the recent performance of the wrinkle eraser was unbelievable.I’m completely blown away.Date of experience: January 13, 2024",5
petrabeatricesusanna r.,DE,"Dec 7, 2022","I‘m absolutely keen of the Hermetise…I‘m absolutely keen of the Hermetise handcreme - and I normaly hate handcremes and used them unwilling (too greasy and slushy).But Hermetise professional handcreme is realy diffrent!It‘s the only product I know that gives you this luxurious and nourising feeling.They ‚got’ me with a sample at the airport and then I purchased it online.Now we‘re absolutely happy: my hands and I :) thank you!Date of experience: December 01, 2022",5
Luz Garzón Fonseca,US,"Apr 18, 2024","I am extremely happy with Hermetise…I am extremely happy with Hermetise sales reps and customer service department. I couldn’t place an order online as I am not really computer savvy. I called Hermetise and they assisted me with an amazing service. They also gave me a discount price for the products I purchased. I’ve been using Hermetise’s products for years found them in a mall when I was traveling many years ago and ever since I can’t live without their products. I recommend them to all my family and friends it really is a great line. Date of experience: April 10, 2024",5
Rebecca Rainwater,US,"Jul 16, 2021","I used this product 3 days ago to…I used this product 3 days ago to slough off the dead skin. Then I followed up with a sample of Estee Lauder's Day Wear spf creme. The next morning my face liked like I had a 3rd degree sunburn. I believe that this product introduced an invitation to inflammation. My skin is still on fire and this has never happened before. Good luck.Date of experience: July 16, 2021",1
Aisha Hill,US,"Aug 27, 2021","Literally felt threatened into buying thisVery aggressive sales tactics, the man who sold this to me kept pressuring me and asking me why I wouldn’t by this and asked why spending $299 for an exfoliating cream is unreasonable. I explained to him that I’m a college student and that this wasn’t in my price range and that I need to go but he kept intimidating me. He then offered it to me for $199 and then for $40; at that point I felt like I had no option to say no and he was seeming to get angry with me. I go to the register and he was trying to charge me around $105 which I had to call him out in multiple times. Literal worst experience the sample he put on my arm left my skin so irritated. Don’t trust this brand and it’s scary tactics; don’t get scammed like I did!!Date of experience: August 27, 2021",1
Mohammed Aslam,GB,"Updated Nov 13, 2022","Great experienceMyself and my wife had the signature treatment done today at Hermetise Singapore, and it was an amazing experience. Our faces are feeling young and refreshed - just what we needed after a long flight to get here from the UK. The staff are very friendly, approachable and knowledgable about all their products. I must mention the store manager ‘Go’ who went above and beyond to take a holistic approach to our needs and facilitated us to make the correct choices for both products and treatment. In my line of work, good communication is well recognised and appreciated - Go’s communication skills are some of the best I’ve ever seen in a manager - great guy!Hope to see you again guys,Dr AslamDate of experience: November 13, 2022",5
Stacy,US,"Aug 26, 2021","I cannot give a more glowing review!I cannot give a more glowing review than to say that Stephanie was amazingly helpful in processing my orders and correcting one when the wrong product arrived. She was super quick, completely professional, and could not have been kinder about getting my products to me in a timely manner. When we need and want a product that we love and it doesn’t arrive, it can be so frustrating! But with one phone call to Stephanie, the correct product arrived just two days later. I will forever be a customer!Date of experience: August 26, 2021",5
Jake Daniels,US,"Dec 5, 2022","ScamManipulative sales tactics, overpriced junk. If their ""exfoliation"" product works so well, why can I still rub dead skin off my face in the demo area. Save your money, buy CeraVe.Date of experience: December 05, 2022",1
Reni,US,"Dec 13, 2022","Great CompanyGreat Company! Been using their products for years by now and it never fails. My skin look flawless and hydrated. Had an excellent experience with their customer service as well, that go above and beyond to assist with any issue.Date of experience: December 06, 2022",5
Karine,RE,"Nov 23, 2020","Total scam productsTotal scam products, and humiliating behavior from the shop sellers. Have been approached by aggressive sellers from the shop of Zurich, I unfortunately did not only wasted my time, but also money. The products are not worth their price (nor the product quality nor the packaging is reflecting the price) and the whole experience is extremely bad. The sellers of the shop were having a laugh at my expense 10 min after I left the shop, miming how they approached me and for having concluded a sale of pretty bad products for so much money. I recommend to stay away from this brand and its shop in Zurich which on top of the bad experience in store, has a suspicious website. This is a total scam structure.Date of experience: November 23, 2020",1
Just OK,US,"Feb 11, 2024","It's a scam; don't buy it.I have been using this product for more than two months now and it has had zero impact on my wrinkles. I think there are many other similar products on the market at a fraction of the price that can work just as well.Date of experience: February 10, 2024",1
Jennifer Young,US,"Updated Nov 27, 2022","Wrinkle eraser caused a subconjunctival hemorrhageThe hermetise wrinkle eraser product does work. But I got it a little too close to my eye the other night and 1/3 of my eyeball is blood red and now there is a blood bubble on it. I don't have insurance so I'm not running to the doctor but I'm very concerned and I reached out to the company and they of course don't care enough to refund me. Overpriced and dangerous products CANNOT RECOMMEND!*** Update November 29th. The store that sold it to me nor the company that produced it is going to do anything to help me. So I'm out 150 for a product I cannot use.Date of experience: November 04, 2022",1
Shari,US,"Jul 12, 2024","I purchased this product after trying…I purchased this product after trying it in the Bahamas, it was not cheap! I actually purchased because the second one was cheaper if I did so. The first tube was fine but the second one had nothing in it!Date of experience: February 17, 2024",2
RL,US,"Dec 3, 2021","SCAMMERS!Glad I am not alone and should have read the reviews before purchasing. The reviews are correct about the sales tactics used to make you buy. The sales lady made also false promises of lifetime refill of product when actually only good for one year. Where is it written? The sales lady of course doesn't work there any longer, does it help? In the meantime they sold their $8,000 machine and wanted to sell me another one for $25,000. What a racket! Young salespeople who prey on vulnerable aging women with the false flattery and all! Should be outlawed!Date of experience: December 03, 2021",1
Donna Jacobson,CA,"Feb 25, 2021Verified","DisappointedWas offered a free facial by karine at market mall but was not there when we travelled up there. There was no return call to rebook a facial   The booth at south centre was no longer up when we dropped by today to discuss this.Date of experience: February 25, 2021",1
Esther Genon,US,"May 7, 2024","I use Hermetise products on a daily…I use Hermetise products on a daily basis for years, my most favorite is the Thermal Mask, I do this twice a week before going to bed and I love it, it’s like a sweet treat for my face!! Great stuff I highly recommend. Date of experience: May 06, 2024",5
Wowork Group,SG,"Aug 19, 2023","I’m so glad to know this productI’m so glad to know this product , it emulsifies beautifully on my face and it does its work really very well without drying up my skin . I can actually see improvement already from just one week of using this product .My face is evening out . I’m telling you !!!!…I would like to mention Cara and Dhara her team are very focused on their clients good looking.The staff Dhara is very friendly ,well trained and professional. Impressed with her professionalism. Keep the fantastic job !! Never a regret for choosing this product . Thank you Cara and Dhara .Date of experience: June 06, 2023",5
mustangsaally98,US,"Updated Feb 8, 2021","if i could give it a zero i would have…SCAM ARTISTSif i could give it a zero i would have i have been fighting with this company since 1/20/2021 they are unscrupulous business people. trying to reach them is near to impossible and if you do they flim flam you and do nothing to resolve your issue.  I was sold a product the salesperson was high powered giving miss leading information about product, giving false directions for use stated it was to be  used once a week at night to build collegian in eye and lip lines when i got home and read directions it was a temporary product to listantly lift and tighten eye area temporarily. Used  daily under makeup.  I only asked them to refund my credit card and take back product back they would not.  No one at that company will help you no one cares.  I have since been in touch with  better business bureau and my credit card company I am screwed. STAY AWAY FROM LA BOUTIQUE IN VERO BEACH FLORIDA UNLESS YOU WANT TO PART WITH 400.00Date of experience: February 08, 2021",1
N D,US,"Aug 29, 2022","Upset at how pushy they are..Upset st how pushy they were. After me and me bf said no several times we caved but she continued to try and sell us stuff. This was after we were told by another vendor who sold hair products(whom we bought something from) that we would receive something free. He lied. So sitting there forever after the eye cream she said she wouldn't leave us hanging either one eye undone. She never did the other eye after telling her I didn't want to spend another 300 on products. I don't get why when you tell someone you're broke from shopping a d continue to push and say ""well its a good deal and willsave in the future"" It's so uncomfortable and awkward when pushed.  I feel bad for my bf. We got the collagen peel mask and it doesn't do what it did in store. Im very upset about this experience and this is the reason I rarely go to the mall. Ruined my mall experiences.Date of experience: August 29, 2022",1
Cedric,US,"Sep 26, 2021","Corpate office for the Win!!So, we (my girlfriend and I purchased a large amount of products while down in San Antonio, Tx. When we got back home and started digging into the products, we noticed one of the products was given to us in an empty bottle. We tried to contact the store that sold it to us, sad to say, they offered no reply or assistance. However, when I contact the corporate office, Stephanie was not only quick to assist, she listened, gave me her cell number and assured we would be taken care of. One week later a brand new shiny box with the product in a sealed package shows up. This was the type of customer service we expect when spending this type of money. We defimitely will be buying again.Date of experience: September 26, 2021",5
Cristina Tagliaferri,US,"Jan 31, 2024","Excellent product and customer service I had a concerned which was sent via email and the team got right back to me. After talking on the phone my concern was resolved and the wrinkle eraser works like magic!! I would recommend this product to everyone and the customer service is excellent!Date of experience: January 25, 2024",5
KC,US,"Oct 22, 2021","**Company does not stand up to their products!!!!I went to the Mall and got pulled into the store, a hard sell to purchase their eye cream at a discounted only price available from the sales guy, he wouldnt take no for an answer and i tried, i purchased and got out of there, not feeling good, feeling scammed the whole time, i got to my car and my eyes were burning, i said well i will just return the product. I looked at the receipt and the store doesnt take returns only 7 day exchange, i just had a mastecomy, going through cancer treatment i dont need this added hassle. i contacted the corporate office and was told the store will contact me - they didnt, i went there again yesterday and they said we cant do anything unless they hear from the corporate office - i emailed again and nothing. This company DOES NOT Stand up for their products!! As expensive as they are to purchase you would think they would! I feel more scammed then ever!!!!!Date of experience: October 22, 2021",1
AM,US,"Updated Feb 21, 2021Verified","Love the hand creamLove the hand cream! Fast shipping. Ordered from website. Easy checkout process.Prices are high so I waited for a sale. Only interested in hand cream after receiving sample packets from a store.  Wish there was more information on yall out there. Was only made aware of your brand meeting a salesperson in Vegas.Date of experience: February 21, 2021",5
Stacey Quinones,US,"Nov 11, 2022","Bait and SwitchJust made a purchase at Town Center Mall after the sales person did a demo with the eye lift.  I agreed to make a purchase after a forceful sales pitch.  My purchase was to be the syringe of the eye lift and eye serum.  I got home and realized she did a bait and switch and did not give me the the eye lift syringe but the age defying skin nectar instead. Now I have to go back and try to get a refund.Date of experience: November 10, 2022",1
shay lital,SG,"Aug 19, 2023","Appreciated the lovely wonderful…Appreciated the lovely wonderful Beautician,who has attended to me personally. Her professional advice is much needed to treat my tired skin, giving me the glow again. Really enjoy her personable attention and step by step explanation on how to revive my dull skin. Look forward to every soaking deep treatment forward. Highly recommended Beautician and products.Date of experience: August 01, 2023",5
Maria,CR,"Feb 21, 2021","Terrible experience in Costa RicaI read the reviews before purchasing from them, but I still wanted to test out by myself and now I deeply regret it. Con artists, I wonder what kind of training do they receive lol they always treat you like “the most important customer” when you get in the store, they brainwash you, test the products in you, offer discounts, offer a facial cleansing or some other crap, pretend to be your friend until you buy. Once they made their commission they don’t give a f* about you. The products, terrible... caused me rashes, dryness among other uncomfortable and visible things on my skin. I took their products to a professional dermatologist, a real doctor, a real professional not a salesresp bullshitter like the ones they have in the stores, and she told me those ingredients are made for you to use them, damage your skin and then get some a lot more expensive for them so it can repair the damage. I’m impressed for how d*ck can someone be to make a sale.Date of experience: February 21, 2021",1
Marie,US,"Apr 7, 2023","Annoying sales tactic but an amazing product!I recently went to the mall to buy a moisturizer from Sephora. I hate going to the mall because I hate the annoying, sometimes rude, kiosk salespeople. I was brought over to the kiosk, and though I tried to leave, the saleswoman was very pushy. Somehow the price got pushed from $250 to $99, which made me very skeptical. But I was in a hurry, and decided to spend the $99 on the body scrub and butter. Though I wasn't the biggest fan of the sales tactic, I absolutely love the product. I have a multitude of skin issues, and the scrub and butter surprisingly didn't irritate my skin; it helped it! Though I personally would not spend the 70-something they are charging online, I would recommend to someone that can afford that.Date of experience: April 01, 2023",4
Charlie McKenzie,US,"Feb 24, 2021","a+ for patrick!i had a fantastic experience at the location in the green hills mall. patrick f. is a charismatic, friendly, and convincing salesman. he gave me some amazing, effective products for a great deal. i was worried that the effectiveness of products he was advertising was too good to be true, but they’ve worked wonders. i’m glad i met patrick and i’m glad i have this as part of my skincare routine! big a+.Date of experience: February 24, 2021",5
Linda Waters,US,"Sep 30, 2021","These products are such a SCAMThese products are such a SCAM! Please be aware of their unethical  sales practices. I will NEVER EVER purchase anything from this company. Every moment that I have  a chance to discredit this company, I will make it my business. They ripped me off for a substantial sum of money, and when the products were used, did not get the same results as I did in the store. BE AND STAY AWARE OF THESE FOREIGNERS!!!Date of experience: September 30, 2021",1
Happy Golucky,CA,"Jun 20, 2022","Did I get scammed?I purchased professional diamond collagen moisturizer and collagen peeling mask from a store in Victoria BC. Very very nice product. But I am looking online and I could buy it for a quarter of the price. They said they were normally $250 each but today only I could buy one and get the second one for free. Why is that? I’m quite irritated by this. And of course you can’t take back exchanges only. Did I get scammed?Date of experience: June 20, 2022",3
Michele  Davis,US,"Jan 26, 2021Verified","There is no doubt your products are…There is no doubt your products are wonderful and work as advertised, however the price is what I have a difficult time with. The average working person like myself can't afford to use them all the time. The purchase I made did have a free gift. It was my understanding that you send samples with ever order. I guess the (free?) gift doesn't allow samples to be sent too.Date of experience: January 26, 2021",4
Chriss Collins,US,"Jul 4, 2021","This company is a complete scamThis company is a complete scam. I had an an experience this weekend where I was given a demonstration of the eye cream and it worked well, so I purchased it at a hefty price. Now that I have it home, I can tell you this is not the same product. It did not feel the same and did not have the same results. I   searched reviews and found that this is the exact same experience many people have had. High pressure sales and a bait and switch. Buyer beware.Date of experience: July 04, 2021",1
Cindy Bisanti,US,"Jan 7, 2021","At least good customer service!  am giving a review of four stars for…I am giving a review of four stars for Hermetise for their customer service, not the product, for how they handled a negative experience. When I got my sealed product in a box home and opened it, it was markedly different than what I tried in store. I was able to contact a manger about it. He offered me another but I just wanted my money back. But Stephanie also contacted me after the fact and even went one step further to offer me a beautifully wrapped box of facial cleanser and hand cream, for my troubles. I was very impressed. Stephanie gets five stars in my book, but I took one star off for the product ""switch"" in store.Date of experience: January 07, 2021",4
Daniel Cleland,CR,"Jul 26, 2024","Absolutely garbageAbsolutely garbage, cheap Chinese trash that costs no more than $5 to make and they sell for $1700. The creams don’t work and the machine they sold me broke the first day I had it. And yes, the sales people are annoying and pushy. Very aggressive Date of experience: July 22, 2024",1
Patti Lesser,MX,"Updated Feb 3, 2021","I was a bit surprised that I spent the moneyI was a bit surprised that I spent the amount of money I did. I was not sure the results were as I was expecting, so I went back for more education.  I did buy the rest of the line, and I can say the results are amazing. I live in Cabo, and purchased mine in Cabo. It is so important to be well educated on the products and use correctly, and be consistant, otherwise you will ever have the great results.Bad reviews are because of improper use so expectations will not be met.Date of experience: February 03, 2021",5
JennyO,US,"Mar 11, 2021","Exceptional ServiceI bought a product from an unlicensed seller (unknowingly).  When I got it home, it was completely dry and unusable.   But Hermetise honored the purchase and sent me a replacement.  I am so grateful!!  Exceptional customer service.Date of experience: March 11, 2021",5
Conner Huber,US,"Nov 24, 2021","My mother was conned into purchasing…My mother was conned into purchasing this product at a local outlet mall. The product used for demonstration was NOT the same product she was given. I am genuinely convinced this was a bait and switch.Date of experience: November 24, 2021",1
customer,US,"Jan 15, 2021","Amazing products and customer service!Amazing products and customer service!Have used different products and love the results!Any time I have reached out to the customer services team they have been responsive and did what was necessary to do right by me.Thanks Stephanie for your great work!Date of experience: January 15, 2021",5
Erin,US,"Jul 31, 2021","Skin is everything to meSkin is everything to me. I want to always feel refreshed and looking great. I think all women want to feel confident in their skin which is why I went on the hunt to find the perfect skin care company who can meet my needs. Thankfully, I found a company that makes my skin glow and surpasses all my wants! Thank you so much! I will continue using their products and recommending this company to all my friends...Date of experience: July 31, 2021",5
